관광지명,주소,장소 카테고리,대분류,중분류,소분류,총 방문자수,기준월,월별 방문자수,월요일방문자수,화요일방문자수,수요일방문자수,목요일방문자수,금요일방문자수,토요일방문자수,일요일방문자수,정보,위도,경도
답다니탑망대,제주특별자치도 제주시 우도면 우도해안길 602 ,관광지,인문(문화/예술/역사),건축/조형물,유명건물,713.0,4.0,79.0,8.0,15.0,8.0,10.0,11.0,14.0,13.0,"'답다니탑망대'은/는 제주특별자치도 제주시 우도면 우도해안길 602 에 위치한 관광지로, 관광지에 속하며, 대분류: 인문(문화/예술/역사), 중분류: 건축/조형물, 소분류: 유명건물입니다. 해당 관광지는 기준월(4.0) 동안 총 713.0명의 방문자를 기록했습니다. 7월 한 달 동안 79.0명이 방문했습니다. 요일별 방문자수는 월요일 8.0명, 화요일 15.0명, 수요일 8.0명, 목요일 10.0명, 금요일 11.0명, 토요일 14.0명, 일요일 13.0명입니다.",,
대정향교,제주특별자치도 서귀포시 안덕면 향교로 165-17 ,관광지,인문(문화/예술/역사),역사관광지,유적지/사적지,1020.0,4.0,109.0,19.0,13.0,20.0,13.0,21.0,8.0,15.0,"'대정향교'은/는 제주특별자치도 서귀포시 안덕면 향교로 165-17 에 위치한 관광지로, 관광지에 속하며, 대분류: 인문(문화/예술/역사), 중분류: 역사관광지, 소분류: 유적지/사적지입니다. 해당 관광지는 기준월(4.0) 동안 총 1020.0명의 방문자를 기록했습니다. 7월 한 달 동안 109.0명이 방문했습니다. 요일별 방문자수는 월요일 19.0명, 화요일 13.0명, 수요일 20.0명, 목요일 13.0명, 금요일 21.0명, 토요일 8.0명, 일요일 15.0명입니다.",33.2394319,126.2883184
더아일랜더,제주특별자치도 제주시 관덕로4길 7 ,쇼핑,쇼핑,쇼핑,특산물판매점,445.0,4.0,54.0,10.0,6.0,4.0,11.0,5.0,12.0,6.0,"'더아일랜더'은/는 제주특별자치도 제주시 관덕로4길 7 에 위치한 관광지로, 쇼핑에 속하며, 대분류: 쇼핑, 중분류: 쇼핑, 소분류: 특산물판매점입니다. 해당 관광지는 기준월(4.0) 동안 총 445.0명의 방문자를 기록했습니다. 7월 한 달 동안 54.0명이 방문했습니다. 요일별 방문자수는 월요일 10.0명, 화요일 6.0명, 수요일 4.0명, 목요일 11.0명, 금요일 5.0명, 토요일 12.0명, 일요일 6.0명입니다.",33.5123979,126.521371
더마파크,제주특별자치도 제주시 한림읍 월림7길 155 ,관광지,인문(문화/예술/역사),휴양관광지,테마공원,3972.0,4.0,332.0,58.0,52.0,32.0,52.0,54.0,45.0,39.0,"'더마파크'은/는 제주특별자치도 제주시 한림읍 월림7길 155 에 위치한 관광지로, 관광지에 속하며, 대분류: 인문(문화/예술/역사), 중분류: 휴양관광지, 소분류: 테마공원입니다. 해당 관광지는 기준월(4.0) 동안 총 3972.0명의 방문자를 기록했습니다. 7월 한 달 동안 332.0명이 방문했습니다. 요일별 방문자수는 월요일 58.0명, 화요일 52.0명, 수요일 32.0명, 목요일 52.0명, 금요일 54.0명, 토요일 45.0명, 일요일 39.0명입니다.",33.3508962,126.2482536
도치돌알파카목장,제주특별자치도 제주시 애월읍 도치돌길 293 ,관광지,인문(문화/예술/역사),체험관광지,농.산.어촌 체험,1675.0,4.0,180.0,32.0,24.0,30.0,18.0,18.0,37.0,21.0,"'도치돌알파카목장'은/는 제주특별자치도 제주시 애월읍 도치돌길 293 에 위치한 관광지로, 관광지에 속하며, 대분류: 인문(문화/예술/역사), 중분류: 체험관광지, 소분류: 농.산.어촌 체험입니다. 해당 관광지는 기준월(4.0) 동안 총 1675.0명의 방문자를 기록했습니다. 7월 한 달 동안 180.0명이 방문했습니다. 요일별 방문자수는 월요일 32.0명, 화요일 24.0명, 수요일 30.0명, 목요일 18.0명, 금요일 18.0명, 토요일 37.0명, 일요일 21.0명입니다.",,
두맹이골목,제주특별자치도 제주시 일도이동 1006-11,관광지,인문(문화/예술/역사),체험관광지,이색거리,741.0,4.0,77.0,10.0,9.0,12.0,8.0,17.0,9.0,12.0,"'두맹이골목'은/는 제주특별자치도 제주시 일도이동 1006-11에 위치한 관광지로, 관광지에 속하며, 대분류: 인문(문화/예술/역사), 중분류: 체험관광지, 소분류: 이색거리입니다. 해당 관광지는 기준월(4.0) 동안 총 741.0명의 방문자를 기록했습니다. 7월 한 달 동안 77.0명이 방문했습니다. 요일별 방문자수는 월요일 10.0명, 화요일 9.0명, 수요일 12.0명, 목요일 8.0명, 금요일 17.0명, 토요일 9.0명, 일요일 12.0명입니다.",33.5120308,126.5349279
라온호텔앤리조트,제주특별자치도 제주시 한림읍 금능남로 127 ,관광지,인문(문화/예술/역사),휴양관광지,관광단지,619.0,4.0,54.0,11.0,7.0,7.0,2.0,8.0,10.0,9.0,"'라온호텔앤리조트'은/는 제주특별자치도 제주시 한림읍 금능남로 127 에 위치한 관광지로, 관광지에 속하며, 대분류: 인문(문화/예술/역사), 중분류: 휴양관광지, 소분류: 관광단지입니다. 해당 관광지는 기준월(4.0) 동안 총 619.0명의 방문자를 기록했습니다. 7월 한 달 동안 54.0명이 방문했습니다. 요일별 방문자수는 월요일 11.0명, 화요일 7.0명, 수요일 7.0명, 목요일 2.0명, 금요일 8.0명, 토요일 10.0명, 일요일 9.0명입니다.",33.3810152,126.2411754
라헨느리조트,제주특별자치도 제주시 명림로 384 ,숙박,인문(문화/예술/역사),휴양관광지,관광단지,364.0,4.0,45.0,8.0,4.0,9.0,7.0,3.0,10.0,4.0,"'라헨느리조트'은/는 제주특별자치도 제주시 명림로 384 에 위치한 관광지로, 숙박에 속하며, 대분류: 인문(문화/예술/역사), 중분류: 휴양관광지, 소분류: 관광단지입니다. 해당 관광지는 기준월(4.0) 동안 총 364.0명의 방문자를 기록했습니다. 7월 한 달 동안 45.0명이 방문했습니다. 요일별 방문자수는 월요일 8.0명, 화요일 4.0명, 수요일 9.0명, 목요일 7.0명, 금요일 3.0명, 토요일 10.0명, 일요일 4.0명입니다.",33.4521555,126.6155076
맥파이브루어리,제주특별자치도 제주시 동회천1길 23 (회천동),관광지,인문(문화/예술/역사),산업관광지,식음료,823.0,4.0,135.0,17.0,16.0,17.0,27.0,16.0,23.0,19.0,"'맥파이브루어리'은/는 제주특별자치도 제주시 동회천1길 23 (회천동)에 위치한 관광지로, 관광지에 속하며, 대분류: 인문(문화/예술/역사), 중분류: 산업관광지, 소분류: 식음료입니다. 해당 관광지는 기준월(4.0) 동안 총 823.0명의 방문자를 기록했습니다. 7월 한 달 동안 135.0명이 방문했습니다. 요일별 방문자수는 월요일 17.0명, 화요일 16.0명, 수요일 17.0명, 목요일 27.0명, 금요일 16.0명, 토요일 23.0명, 일요일 19.0명입니다.",,
메이즈랜드,제주특별자치도 제주시 구좌읍 비자림로 2134-47 ,관광지,인문(문화/예술/역사),휴양관광지,테마공원,8368.0,4.0,710.0,110.0,99.0,107.0,103.0,110.0,88.0,93.0,"'메이즈랜드'은/는 제주특별자치도 제주시 구좌읍 비자림로 2134-47 에 위치한 관광지로, 관광지에 속하며, 대분류: 인문(문화/예술/역사), 중분류: 휴양관광지, 소분류: 테마공원입니다. 해당 관광지는 기준월(4.0) 동안 총 8368.0명의 방문자를 기록했습니다. 7월 한 달 동안 710.0명이 방문했습니다. 요일별 방문자수는 월요일 110.0명, 화요일 99.0명, 수요일 107.0명, 목요일 103.0명, 금요일 110.0명, 토요일 88.0명, 일요일 93.0명입니다.",33.4743111,126.7771579
명월성지,제주특별자치도 제주시 한림읍 명월리 2236 ,관광지,인문(문화/예술/역사),역사관광지,성,1048.0,4.0,147.0,18.0,19.0,17.0,22.0,21.0,14.0,36.0,"'명월성지'은/는 제주특별자치도 제주시 한림읍 명월리 2236 에 위치한 관광지로, 관광지에 속하며, 대분류: 인문(문화/예술/역사), 중분류: 역사관광지, 소분류: 성입니다. 해당 관광지는 기준월(4.0) 동안 총 1048.0명의 방문자를 기록했습니다. 7월 한 달 동안 147.0명이 방문했습니다. 요일별 방문자수는 월요일 18.0명, 화요일 19.0명, 수요일 17.0명, 목요일 22.0명, 금요일 21.0명, 토요일 14.0명, 일요일 36.0명입니다.",33.4004982,126.2609256
물뫼힐링팜,제주특별자치도 제주시 애월읍 예원로 51 ,관광지,인문(문화/예술/역사),체험관광지,이색체험,987.0,4.0,90.0,11.0,12.0,16.0,13.0,15.0,14.0,9.0,"'물뫼힐링팜'은/는 제주특별자치도 제주시 애월읍 예원로 51 에 위치한 관광지로, 관광지에 속하며, 대분류: 인문(문화/예술/역사), 중분류: 체험관광지, 소분류: 이색체험입니다. 해당 관광지는 기준월(4.0) 동안 총 987.0명의 방문자를 기록했습니다. 7월 한 달 동안 90.0명이 방문했습니다. 요일별 방문자수는 월요일 11.0명, 화요일 12.0명, 수요일 16.0명, 목요일 13.0명, 금요일 15.0명, 토요일 14.0명, 일요일 9.0명입니다.",33.4642593,126.3965364
바이제주,제주특별자치도 제주시 서해안로 626 (용담삼동),쇼핑,쇼핑,쇼핑,특산물판매점,554.0,4.0,60.0,10.0,9.0,12.0,14.0,2.0,11.0,2.0,"'바이제주'은/는 제주특별자치도 제주시 서해안로 626 (용담삼동)에 위치한 관광지로, 쇼핑에 속하며, 대분류: 쇼핑, 중분류: 쇼핑, 소분류: 특산물판매점입니다. 해당 관광지는 기준월(4.0) 동안 총 554.0명의 방문자를 기록했습니다. 7월 한 달 동안 60.0명이 방문했습니다. 요일별 방문자수는 월요일 10.0명, 화요일 9.0명, 수요일 12.0명, 목요일 14.0명, 금요일 2.0명, 토요일 11.0명, 일요일 2.0명입니다.",33.516627,126.5040466
방주교회,제주특별자치도 서귀포시 안덕면 산록남로762번길 113 ,관광지,인문(문화/예술/역사),역사관광지,종교성지,13913.0,4.0,1139.0,160.0,170.0,155.0,152.0,178.0,170.0,154.0,"'방주교회'은/는 제주특별자치도 서귀포시 안덕면 산록남로762번길 113 에 위치한 관광지로, 관광지에 속하며, 대분류: 인문(문화/예술/역사), 중분류: 역사관광지, 소분류: 종교성지입니다. 해당 관광지는 기준월(4.0) 동안 총 13913.0명의 방문자를 기록했습니다. 7월 한 달 동안 1139.0명이 방문했습니다. 요일별 방문자수는 월요일 160.0명, 화요일 170.0명, 수요일 155.0명, 목요일 152.0명, 금요일 178.0명, 토요일 170.0명, 일요일 154.0명입니다.",33.3051258,126.3872587
백제사,제주특별자치도 제주시 애월읍 광령남6길 54 (애월읍),관광지,인문(문화/예술/역사),역사관광지,사찰,432.0,4.0,51.0,3.0,10.0,8.0,6.0,11.0,6.0,7.0,"'백제사'은/는 제주특별자치도 제주시 애월읍 광령남6길 54 (애월읍)에 위치한 관광지로, 관광지에 속하며, 대분류: 인문(문화/예술/역사), 중분류: 역사관광지, 소분류: 사찰입니다. 해당 관광지는 기준월(4.0) 동안 총 432.0명의 방문자를 기록했습니다. 7월 한 달 동안 51.0명이 방문했습니다. 요일별 방문자수는 월요일 3.0명, 화요일 10.0명, 수요일 8.0명, 목요일 6.0명, 금요일 11.0명, 토요일 6.0명, 일요일 7.0명입니다.",33.4487759,126.4242169
법화사,제주특별자치도 서귀포시 하원북로35번길 15-28 법화사 ,관광지,인문(문화/예술/역사),역사관광지,사찰,1620.0,4.0,116.0,16.0,17.0,21.0,14.0,12.0,25.0,11.0,"'법화사'은/는 제주특별자치도 서귀포시 하원북로35번길 15-28 법화사 에 위치한 관광지로, 관광지에 속하며, 대분류: 인문(문화/예술/역사), 중분류: 역사관광지, 소분류: 사찰입니다. 해당 관광지는 기준월(4.0) 동안 총 1620.0명의 방문자를 기록했습니다. 7월 한 달 동안 116.0명이 방문했습니다. 요일별 방문자수는 월요일 16.0명, 화요일 17.0명, 수요일 21.0명, 목요일 14.0명, 금요일 12.0명, 토요일 25.0명, 일요일 11.0명입니다.",33.2651982,126.4577155
별방진,제주특별자치도 제주시 구좌읍 하도리 3354 (구좌읍),관광지,인문(문화/예술/역사),역사관광지,성,2260.0,4.0,358.0,64.0,52.0,46.0,47.0,40.0,48.0,61.0,"'별방진'은/는 제주특별자치도 제주시 구좌읍 하도리 3354 (구좌읍)에 위치한 관광지로, 관광지에 속하며, 대분류: 인문(문화/예술/역사), 중분류: 역사관광지, 소분류: 성입니다. 해당 관광지는 기준월(4.0) 동안 총 2260.0명의 방문자를 기록했습니다. 7월 한 달 동안 358.0명이 방문했습니다. 요일별 방문자수는 월요일 64.0명, 화요일 52.0명, 수요일 46.0명, 목요일 47.0명, 금요일 40.0명, 토요일 48.0명, 일요일 61.0명입니다.",33.5264493,126.8830512
보롬왓,제주특별자치도 서귀포시 번영로 2350-104 ,관광지,인문(문화/예술/역사),산업관광지,기타,17967.0,4.0,3685.0,539.0,489.0,518.0,489.0,433.0,606.0,611.0,"'보롬왓'은/는 제주특별자치도 서귀포시 번영로 2350-104 에 위치한 관광지로, 관광지에 속하며, 대분류: 인문(문화/예술/역사), 중분류: 산업관광지, 소분류: 기타입니다. 해당 관광지는 기준월(4.0) 동안 총 17967.0명의 방문자를 기록했습니다. 7월 한 달 동안 3685.0명이 방문했습니다. 요일별 방문자수는 월요일 539.0명, 화요일 489.0명, 수요일 518.0명, 목요일 489.0명, 금요일 433.0명, 토요일 606.0명, 일요일 611.0명입니다.",33.4134884,126.7525669
보통청춘기록실청춘사진관,제주특별자치도 제주시 한림읍 일주서로 5867 ,관광지,인문(문화/예술/역사),체험관광지,이색체험,786.0,4.0,100.0,15.0,17.0,12.0,15.0,6.0,21.0,14.0,"'보통청춘기록실청춘사진관'은/는 제주특별자치도 제주시 한림읍 일주서로 5867 에 위치한 관광지로, 관광지에 속하며, 대분류: 인문(문화/예술/역사), 중분류: 체험관광지, 소분류: 이색체험입니다. 해당 관광지는 기준월(4.0) 동안 총 786.0명의 방문자를 기록했습니다. 7월 한 달 동안 100.0명이 방문했습니다. 요일별 방문자수는 월요일 15.0명, 화요일 17.0명, 수요일 12.0명, 목요일 15.0명, 금요일 6.0명, 토요일 21.0명, 일요일 14.0명입니다.",,
불탑사,제주특별자치도 제주시 원당로16길 41 (삼양일동),관광지,인문(문화/예술/역사),역사관광지,사찰,821.0,4.0,90.0,20.0,14.0,9.0,9.0,12.0,8.0,18.0,"'불탑사'은/는 제주특별자치도 제주시 원당로16길 41 (삼양일동)에 위치한 관광지로, 관광지에 속하며, 대분류: 인문(문화/예술/역사), 중분류: 역사관광지, 소분류: 사찰입니다. 해당 관광지는 기준월(4.0) 동안 총 821.0명의 방문자를 기록했습니다. 7월 한 달 동안 90.0명이 방문했습니다. 요일별 방문자수는 월요일 20.0명, 화요일 14.0명, 수요일 9.0명, 목요일 9.0명, 금요일 12.0명, 토요일 8.0명, 일요일 18.0명입니다.",,
비스타리조트,제주특별자치도 제주시 서해안로 74 ,숙박,인문(문화/예술/역사),휴양관광지,관광단지,191.0,4.0,19.0,4.0,2.0,0.0,5.0,5.0,2.0,1.0,"'비스타리조트'은/는 제주특별자치도 제주시 서해안로 74 에 위치한 관광지로, 숙박에 속하며, 대분류: 인문(문화/예술/역사), 중분류: 휴양관광지, 소분류: 관광단지입니다. 해당 관광지는 기준월(4.0) 동안 총 191.0명의 방문자를 기록했습니다. 7월 한 달 동안 19.0명이 방문했습니다. 요일별 방문자수는 월요일 4.0명, 화요일 2.0명, 수요일 0.0명, 목요일 5.0명, 금요일 5.0명, 토요일 2.0명, 일요일 1.0명입니다.",33.5031197,126.457563
사라봉공원,제주특별자치도 제주시 사라봉동길 74 ,관광지,인문(문화/예술/역사),휴양관광지,공원,1849.0,4.0,191.0,29.0,23.0,40.0,24.0,14.0,36.0,25.0,"'사라봉공원'은/는 제주특별자치도 제주시 사라봉동길 74 에 위치한 관광지로, 관광지에 속하며, 대분류: 인문(문화/예술/역사), 중분류: 휴양관광지, 소분류: 공원입니다. 해당 관광지는 기준월(4.0) 동안 총 1849.0명의 방문자를 기록했습니다. 7월 한 달 동안 191.0명이 방문했습니다. 요일별 방문자수는 월요일 29.0명, 화요일 23.0명, 수요일 40.0명, 목요일 24.0명, 금요일 14.0명, 토요일 36.0명, 일요일 25.0명입니다.",33.5177204,126.5457574
산방굴사,제주특별자치도 서귀포시 안덕면 산방로 218-12 ,관광지,인문(문화/예술/역사),역사관광지,사찰,10646.0,4.0,1293.0,163.0,214.0,168.0,168.0,144.0,197.0,239.0,"'산방굴사'은/는 제주특별자치도 서귀포시 안덕면 산방로 218-12 에 위치한 관광지로, 관광지에 속하며, 대분류: 인문(문화/예술/역사), 중분류: 역사관광지, 소분류: 사찰입니다. 해당 관광지는 기준월(4.0) 동안 총 10646.0명의 방문자를 기록했습니다. 7월 한 달 동안 1293.0명이 방문했습니다. 요일별 방문자수는 월요일 163.0명, 화요일 214.0명, 수요일 168.0명, 목요일 168.0명, 금요일 144.0명, 토요일 197.0명, 일요일 239.0명입니다.",33.2423934,126.3139575
산방산랜드,제주특별자치도 서귀포시 안덕면 사계리 117-2,관광지,인문(문화/예술/역사),휴양관광지,테마공원,3336.0,4.0,193.0,21.0,24.0,28.0,25.0,27.0,27.0,41.0,"'산방산랜드'은/는 제주특별자치도 서귀포시 안덕면 사계리 117-2에 위치한 관광지로, 관광지에 속하며, 대분류: 인문(문화/예술/역사), 중분류: 휴양관광지, 소분류: 테마공원입니다. 해당 관광지는 기준월(4.0) 동안 총 3336.0명의 방문자를 기록했습니다. 7월 한 달 동안 193.0명이 방문했습니다. 요일별 방문자수는 월요일 21.0명, 화요일 24.0명, 수요일 28.0명, 목요일 25.0명, 금요일 27.0명, 토요일 27.0명, 일요일 41.0명입니다.",,
삼매봉,제주특별자치도 서귀포시 서홍동 820-2,관광지,인문(문화/예술/역사),휴양관광지,공원,630.0,4.0,54.0,11.0,6.0,11.0,5.0,6.0,7.0,8.0,"'삼매봉'은/는 제주특별자치도 서귀포시 서홍동 820-2에 위치한 관광지로, 관광지에 속하며, 대분류: 인문(문화/예술/역사), 중분류: 휴양관광지, 소분류: 공원입니다. 해당 관광지는 기준월(4.0) 동안 총 630.0명의 방문자를 기록했습니다. 7월 한 달 동안 54.0명이 방문했습니다. 요일별 방문자수는 월요일 11.0명, 화요일 6.0명, 수요일 11.0명, 목요일 5.0명, 금요일 6.0명, 토요일 7.0명, 일요일 8.0명입니다.",33.2437181,126.5462844
서귀다원,제주특별자치도 서귀포시 516로 717 (상효동),관광지,인문(문화/예술/역사),산업관광지,기타,4111.0,4.0,363.0,60.0,46.0,59.0,59.0,41.0,49.0,49.0,"'서귀다원'은/는 제주특별자치도 서귀포시 516로 717 (상효동)에 위치한 관광지로, 관광지에 속하며, 대분류: 인문(문화/예술/역사), 중분류: 산업관광지, 소분류: 기타입니다. 해당 관광지는 기준월(4.0) 동안 총 4111.0명의 방문자를 기록했습니다. 7월 한 달 동안 363.0명이 방문했습니다. 요일별 방문자수는 월요일 60.0명, 화요일 46.0명, 수요일 59.0명, 목요일 59.0명, 금요일 41.0명, 토요일 49.0명, 일요일 49.0명입니다.",33.3211576,126.5716701
서귀본향당,제주특별자치도 서귀포시 이중섭로 23-11 (서귀동),관광지,인문(문화/예술/역사),역사관광지,유적지/사적지,783.0,4.0,126.0,24.0,25.0,20.0,16.0,15.0,17.0,9.0,"'서귀본향당'은/는 제주특별자치도 서귀포시 이중섭로 23-11 (서귀동)에 위치한 관광지로, 관광지에 속하며, 대분류: 인문(문화/예술/역사), 중분류: 역사관광지, 소분류: 유적지/사적지입니다. 해당 관광지는 기준월(4.0) 동안 총 783.0명의 방문자를 기록했습니다. 7월 한 달 동안 126.0명이 방문했습니다. 요일별 방문자수는 월요일 24.0명, 화요일 25.0명, 수요일 20.0명, 목요일 16.0명, 금요일 15.0명, 토요일 17.0명, 일요일 9.0명입니다.",33.2461722,126.5647482
