기준연월,음식점명,개설일자,업종,주소,5시11시이용건수비중,12시13시이용건수비중,18시22시이용건수비중,14시17시이용건수비중,23시24시이용건수비중,평일 이용건수,주말 이용건수,현지인이용건수,남성이용건수,여성이용건수,20대이하이용건수,30대이용건수,40대이용건수,50대이용건수,60대이상이용건수,이용금액구간_x,건당평균이용금액구간_x,이용금액구간_y,건당평균이용금액구간_y
202301,초밥공장,20210329,단품요리 전문,제주 제주시 구좌읍 월정리 1896-13번지 1층,0.0,26.206896551724135,34.48275862068965,19.310344827586206,0.0,38.620689655172406,41.37931034482758,7.115384615384616,35.43999999999999,44.56,32.879999999999995,29.44,9.92,6.32,1.36,상위 50~75%,상위 50~75%,상위 50~75%,상위 50~75%
202301,제주국담,20170215,가정식,제주 제주시 연동 292-45번지,24.705882352941178,13.382352941176464,26.764705882352935,5.147058823529406,0.0,45.29411764705881,24.705882352941167,8.389982110912339,40.39000000000001,29.61,17.57,24.92,14.56,8.82,4.13,상위 25~50%,상위 25~50%,상위 25~50%,상위 25~50%
202301,해지개,20221213,단품요리 전문,제주 제주시 애월읍 애월리 2555번지 2층,6.9023569023569005,14.646464646464644,1.515151515151515,26.936026936026938,0.0,31.81818181818181,18.181818181818176,3.3444816053511697,21.8,28.199999999999996,17.299999999999997,12.5,8.95,8.6,2.6,상위 90% 초과,상위 25~50%,상위 90% 초과,상위 25~50%
202301,덕성식당,20110624,가정식,제주 서귀포시 안덕면 사계리 2130번지,19.459459459459456,30.270270270270274,12.972972972972968,17.297297297297295,0.0,51.891891891891866,28.108108108108105,5.686591276252017,40.48,39.52,10.24,17.44,15.519999999999992,23.44,13.359999999999992,상위 50~75%,상위 50~75%,상위 50~75%,상위 50~75%
202301,중문솥뚜껑,20140226,가정식,제주 서귀포시 대포동 2530번지,0.0,0.0,73.33333333333333,16.666666666666657,0.0,53.33333333333333,36.666666666666664,6.352941176470584,52.02,37.98,15.48,24.39,26.549999999999997,15.659999999999998,7.92,상위 50~75%,상위 90% 초과,상위 50~75%,상위 90% 초과
202301,로컬제주이야기카페,20200923,커피,제주 제주시 용담삼동 1020-5번지 3층,7.941176470588229,39.705882352941174,7.941176470588229,31.76470588235294,2.6470588235294072,60.88235294117646,29.11764705882352,10.104438642297652,46.26,43.74,9.99,13.41,22.32,30.959999999999997,13.41,상위 10% 이하,상위 25~50%,상위 10% 이하,상위 25~50%
202301,안녕협재씨 제주협재점,20191213,가정식,제주 제주시 한림읍 협재리 1450-1번지,23.842794759825324,22.008733624454145,0.0,14.148471615720522,0.0,41.92139737991265,18.07860262008733,1.168831168831164,24.84,35.16,23.76,18.24,9.42,6.66,1.86,상위 90% 초과,상위 50~75%,상위 90% 초과,상위 50~75%
202301,제이팩토리,20220928,단품요리 전문,제주 서귀포시 토평동 1797번지 토평동,11.729323308270672,22.105263157894736,0.0,26.16541353383458,0.0,35.187969924812016,24.81203007518797,1.478439425051334,34.620000000000005,25.38,14.22,13.08,22.38,8.82,1.5,상위 10~25%,상위 10% 이하,상위 10~25%,상위 10% 이하
202301,용두암 엄마 해장국,20201006,단품요리 전문,제주 제주시 용담삼동 519-9번지 1층,31.90909090909091,17.727272727272727,0.0,10.363636363636362,0.0,38.999999999999986,20.999999999999993,5.246142542248344,35.099999999999994,24.9,10.019999999999994,14.46,16.139999999999993,14.039999999999994,5.34,상위 75~90%,상위 25~50%,상위 75~90%,상위 25~50%
202301,숙성돈가,20211014,가정식,제주 서귀포시 중문동 2451번지 1층,1.627906976744181,8.95348837209302,46.3953488372093,13.023255813953485,0.0,43.95348837209301,26.046511627906973,9.019033674963396,43.12,26.88,8.82,19.25,22.4,13.72,5.8100000000000005,상위 75~90%,상위 75~90%,상위 75~90%,상위 75~90%
202301,흑돼지제주정,20170111,가정식,제주 서귀포시 표선면 표선리 40-41번지 1호,0.0,1.129032258064515,60.96774193548387,7.903225806451612,0.0,45.161290322580626,24.83870967741935,1.131914893617018,41.16,28.84,7.14,19.52999999999999,23.659999999999993,12.81,6.789999999999994,상위 75~90%,상위 75~90%,상위 75~90%,상위 75~90%
202301,상명식당,20210325,가정식,제주 제주시 한림읍 상명리 1015-1번지,29.354838709677416,28.2258064516129,11.290322580645157,1.129032258064515,0.0,54.193548387096776,15.806451612903215,46.14604462474645,44.73,25.27,3.57,7.98,21.56,23.309999999999995,13.579999999999991,상위 25~50%,상위 25~50%,상위 25~50%,상위 25~50%
202301,산지해장국서귀포점,20220221,단품요리 전문,제주 서귀포시 강정동 234-2번지 강정동,23.72013651877133,20.819112627986343,0.0,5.46075085324232,0.0,27.815699658703064,22.184300341296925,22.703936109526527,33.35,16.649999999999995,5.25,12.6,16.05,10.75,5.35,상위 75~90%,상위 25~50%,상위 75~90%,상위 25~50%
202301,서귀포 목마,20150224,가정식,제주 서귀포시 서귀동 319-9번지,0.0,21.17647058823529,63.52941176470589,5.2941176470588225,0.0,58.23529411764704,31.764705882352928,7.617554858934161,60.11999999999999,29.880000000000003,25.200000000000003,23.04,14.94,16.47,10.26,상위 50~75%,상위 90% 초과,상위 50~75%,상위 90% 초과
202301,큰길,20190507,가정식,제주 서귀포시 안덕면 상창리 883-2번지 1층,8.275862068965512,38.62068965517241,0.0,33.103448275862064,0.0,57.93103448275862,22.068965517241377,11.28205128205128,51.2,28.799999999999997,4.96,23.2,32.8,10.8,8.32,상위 25~50%,상위 25~50%,상위 25~50%,상위 25~50%
202301,용림식당,20220308,가정식,제주 서귀포시 안덕면 사계리 2032-24번지,0.0,33.33333333333333,50.0,16.66666666666666,0.0,49.999999999999986,49.999999999999986,7.38255033557047,53.2,46.79999999999999,5.59999999999999,20.0,28.4,26.0,20.0,상위 10% 이하,상위 90% 초과,상위 10% 이하,상위 90% 초과
202301,노형그때그집,20200513,가정식,제주 제주시 노형동 1045-11번지 1층,2.8000000000000003,21.0,30.8,15.4,0.0,45.5,24.5,29.160908193484698,42.07,27.929999999999993,12.95,19.25,19.389999999999993,13.3,5.04,상위 75~90%,상위 50~75%,상위 75~90%,상위 50~75%
202301,송악산엉클스화덕피자,20151020,피자,제주 서귀포시 대정읍 상모리 143번지,10.0,36.666666666666664,13.33333333333333,30.0,0.0,39.99999999999998,49.999999999999986,15.561959654178676,45.27,44.73,6.300000000000001,12.87,28.08,26.639999999999997,16.02,상위 10% 이하,상위 25~50%,상위 10% 이하,상위 25~50%
202301,바르왓,20220225,가정식,제주 제주시 한림읍 한림리 888번지 2층,9.64285714285714,51.42857142857142,0.0,28.928571428571427,0.0,48.2142857142857,41.78571428571428,17.29064039408867,39.24,50.76,10.079999999999991,20.07,26.369999999999997,18.63,14.85,상위 25~50%,상위 75~90%,상위 25~50%,상위 75~90%
202301,카페송키,20221104,커피,제주 제주시 삼도이동 1120-2번지 1층,5.614035087719296,23.859649122807017,15.438596491228065,32.28070175438596,2.807017543859648,44.912280701754376,35.0877192982456,24.24242424242424,26.16,53.84,35.12,23.68,13.84,5.68,1.6,상위 25~50%,상위 25~50%,상위 25~50%,상위 25~50%
202301,골목카페옥수,20180605,커피,제주 제주시 애월읍 소길리 652-1번지 1층,3.934426229508192,32.786885245901644,0.0,43.278688524590166,0.0,48.524590163934405,31.47540983606556,8.045197740112991,28.08,51.92,42.16,24.08,7.199999999999999,5.5200000000000005,1.04,상위 10% 이하,상위 10~25%,상위 10% 이하,상위 10~25%
202301,평균이하,20220607,단품요리 전문,제주 제주시 애월읍 애월리 2145-7번지,0.0,0.0,0.0,100.0,0.0,33.33333333333333,66.66666666666666,16.66666666666666,20.0,80.0,100.0,0.0,0.0,0.0,0.0,상위 10% 이하,상위 25~50%,상위 10% 이하,상위 25~50%
202301,루스트플레이스외도점,20150421,양식,제주 제주시 외도일동 636-6번지 1층,1.238938053097339,21.061946902654867,28.495575221238937,19.20353982300885,0.0,42.743362831858406,27.256637168141584,59.897476340694006,32.75999999999999,37.24,4.27,15.679999999999993,29.54,15.329999999999991,5.18,상위 75~90%,상위 50~75%,상위 75~90%,상위 50~75%
202301,까떼커피,20160613,단품요리 전문,제주 서귀포시 표선면 표선리 44-9번지 2층,15.480769230769226,18.846153846153847,2.692307692307688,32.980769230769226,0.0,45.096153846153825,24.90384615384615,8.769118718135468,37.940000000000005,32.059999999999995,10.85,18.69,18.62,14.7,7.14,상위 10~25%,상위 10% 이하,상위 10~25%,상위 10% 이하
202301,덕승식당,20020504,가정식,제주 서귀포시 대정읍 하모리 770-3번지,6.049382716049379,24.197530864197528,19.012345679012345,20.74074074074074,0.0,44.07407407407405,25.925925925925924,10.278207109737243,40.25,29.75,7.069999999999992,15.329999999999991,18.41,18.27,10.92,상위 75~90%,상위 50~75%,상위 75~90%,상위 50~75%
202301,스시제주,20220330,일식,제주 제주시 노형동 923-3번지 2층,0.0,12.118226600985222,28.078817733990142,19.802955665024623,0.0,36.650246305418705,23.34975369458127,41.14151681000782,31.860000000000003,28.139999999999997,15.84,19.2,14.58,7.44,3.0,상위 90% 초과,상위 50~75%,상위 90% 초과,상위 50~75%
202301,은희네해장국,20130222,단품요리 전문,제주 제주시 외도일동 532-8번지,30.434782608695656,22.60869565217391,0.0,6.956521739130432,0.0,35.362318840579704,24.63768115942029,31.69064748201439,37.8,22.2,5.46,13.56,22.92,14.46,3.5999999999999996,상위 75~90%,상위 25~50%,상위 75~90%,상위 25~50%
202301,제주몹시,20161115,커피,제주 제주시 외도이동 319-1번지 1층,21.694915254237287,28.47457627118644,0.0,29.83050847457627,0.0,51.52542372881355,28.47457627118644,18.036882807852464,29.92,50.08,17.28,25.76,19.44,13.919999999999998,3.5999999999999996,상위 10% 이하,상위 10~25%,상위 10% 이하,상위 10~25%
202301,카페드노아,20221215,커피,제주 서귀포시 남원읍 위미리 2160-2번지 1층,9.824561403508769,25.26315789473684,0.0,44.91228070175438,0.0,56.14035087719296,23.859649122807006,32.54237288135593,33.44,46.56,7.279999999999999,16.0,32.0,16.0,8.72,상위 10% 이하,상위 10~25%,상위 10% 이하,상위 10~25%
202301,탐나는식당몸국.고사리해장국,20220706,단품요리 전문,제주 서귀포시 신효동 516-1번지 1층,32.94117647058823,37.647058823529406,0.0,9.411764705882351,0.0,42.35294117647058,37.647058823529406,12.710280373831775,48.879999999999995,31.12,11.44,24.72,18.08,17.36,8.4,상위 10~25%,상위 25~50%,상위 10~25%,상위 25~50%
202301,서프스시,20221122,일식,제주 서귀포시 중문동 2135-5번지 1층,0.0,0.0,49.45454545454545,4.36363636363636,26.181818181818176,53.8181818181818,26.18181818181817,34.8235294117647,35.36,44.63999999999999,23.28,40.96,11.2,3.76,0.96,상위 75~90%,상위 75~90%,상위 75~90%,상위 75~90%
202301,함덕해장국,20200324,단품요리 전문,제주 제주시 조천읍 함덕리 산 9-4번지,35.39325842696629,29.8876404494382,0.0,4.719101123595502,0.0,41.68539325842695,28.314606741573023,22.245250431778928,45.15,24.85,7.7,17.64,21.84,14.0,8.75,상위 50~75%,상위 25~50%,상위 50~75%,상위 25~50%
202301,잇칸시타,20170323,일식,제주 제주시 애월읍 신엄리 950번지,4.921875,25.703125,24.0625,15.3125,0.0,44.84375,25.15625,18.468634686346856,35.35,34.65,17.990000000000002,21.0,15.96,10.92,4.13,상위 75~90%,상위 50~75%,상위 75~90%,상위 50~75%
202301,바다가는길,20150415,단품요리 전문,제주 서귀포시 서홍동 707-5번지,17.033898305084747,22.118644067796613,0.0,20.847457627118644,0.0,36.101694915254235,23.89830508474576,4.351145038167936,30.18,29.82,5.46,14.7,19.44,12.36,8.040000000000001,상위 25~50%,상위 10% 이하,상위 25~50%,상위 10% 이하
202301,애월할망네,20171012,가정식,제주 제주시 애월읍 상가리 1976-12번지 애월,23.676470588235297,24.705882352941178,5.147058823529406,16.470588235294116,0.0,47.35294117647057,22.64705882352941,37.41776315789473,52.01,17.990000000000002,6.58,14.98,18.34,19.25,10.85,상위 25~50%,상위 25~50%,상위 25~50%,상위 25~50%
202301,충민정,20180627,가정식,제주 제주시 용담일동 2818-2번지 용담일동,11.562499999999996,18.75,13.125,16.5625,0.0,34.68749999999999,25.3125,0.903994393833216,31.860000000000003,28.139999999999997,14.28,20.88,11.28,9.18,4.38,상위 90% 초과,상위 75~90%,상위 90% 초과,상위 75~90%
202301,대포해송,20140929,단품요리 전문,제주 서귀포시 대포동 2356-1번지,0.0,10.0,55.00000000000001,35.0,0.0,54.99999999999999,45.0,6.279434850863421,59.20000000000001,40.8,6.4,22.3,28.6,26.6,16.1,상위 75~90%,상위 90% 초과,상위 75~90%,상위 90% 초과
202301,자키커피,20200526,단품요리 전문,제주 제주시 이도일동 1349-28번지 1층,14.23728813559322,24.322033898305087,1.779661016949151,29.66101694915254,0.0,43.89830508474576,26.10169491525424,21.788908765652952,23.94,46.059999999999995,25.9,26.39,9.589999999999993,5.739999999999993,2.3800000000000003,상위 10~25%,상위 10% 이하,상위 10~25%,상위 10% 이하
202301,백번,20100210,단품요리 전문,제주 제주시 애월읍 애월리 1584-4번지,0.0,3.103448275862064,83.79310344827587,3.103448275862064,0.0,31.034482758620676,58.96551724137931,13.918918918918916,47.43,42.57,21.96,19.62,21.69,16.56,10.26,상위 25~50%,상위 50~75%,상위 25~50%,상위 50~75%
202301,산방산우리동네,20190410,가정식,제주 서귀포시 안덕면 사계리 1898-2번지,0.0,5.88235294117647,76.47058823529412,17.64705882352941,0.0,70.58823529411764,29.411764705882348,20.0,57.10000000000001,42.9,18.899999999999988,24.9,27.89999999999999,18.899999999999988,9.4,상위 10~25%,상위 75~90%,상위 10~25%,상위 75~90%
202301,육지것들,20170314,맥주/요리주점,제주 서귀포시 중문동 2128-1번지 6호,0.0,0.0,22.60869565217391,0.0,57.391304347826086,55.652173913043455,24.34782608695651,30.315789473684205,47.84,32.160000000000004,38.0,24.4,12.64,4.4799999999999915,0.48,상위 25~50%,상위 50~75%,상위 25~50%,상위 50~75%
202301,어반 르토아,20220209,단품요리 전문,제주 제주시 이도이동 1979-4번지 1층,9.930313588850174,11.149825783972126,8.536585365853655,20.38327526132404,0.0,33.97212543554005,16.027874564459925,39.82356647763075,14.65,35.35,9.8,17.75,14.4,6.25,1.7999999999999998,상위 50~75%,상위 10% 이하,상위 50~75%,상위 10% 이하
202301,카페오가다제주점,20220506,차,제주 제주시 용담이동 2002번지 제주국제공항 4층,16.428571428571427,12.21428571428571,6.71428571428571,14.64285714285714,0.0,35.85714285714285,14.14285714285714,3.57849307678475,23.3,26.700000000000003,12.5,13.449999999999996,11.0,9.15,3.9,상위 90% 초과,상위 10% 이하,상위 90% 초과,상위 10% 이하
202301,오가다 제주공항점,20190816,차,제주 제주시 용담이동 2002번지 용담이동 국내선2층 출발대합실 내,18.405564472980203,8.828250401284105,8.52059925093633,14.245585874799357,0.0,33.69448903156767,16.305510968432312,3.49336935166994,23.199999999999996,26.8,10.35,15.65,12.15,8.55,3.3000000000000003,상위 90% 초과,상위 10% 이하,상위 90% 초과,상위 10% 이하
202301,커피냅로스터스 제주,20220126,커피,제주 제주시 애월읍 하귀1리 450-1번지 1층,10.272373540856028,19.844357976653693,0.23346303501945,29.649805447470815,0.0,38.287937743190646,21.712062256809336,15.78109452736318,22.92,37.08,19.379999999999995,24.54,10.019999999999994,4.56,1.5,상위 50~75%,상위 10~25%,상위 50~75%,상위 10~25%
202301,원보부페,20001227,단품요리 전문,제주 서귀포시 서귀동 275-6번지,31.666666666666668,35.0,0.555555555555553,2.777777777777772,0.0,56.1111111111111,13.88888888888888,51.5979381443299,48.440000000000005,21.56,2.66,10.64,16.45,22.82,17.43,상위 75~90%,상위 25~50%,상위 75~90%,상위 25~50%
202301,저지해장국,20210924,단품요리 전문,제주 제주시 한경면 저지리 1703-7번지,36.2962962962963,27.22222222222222,0.0,6.481481481481476,0.0,47.96296296296296,22.037037037037035,33.18518518518518,47.53,22.47,3.43,14.489999999999998,25.2,17.78,9.1,상위 50~75%,상위 25~50%,상위 50~75%,상위 25~50%
202301,해미원횟집,20131017,단품요리 전문,제주 서귀포시 표선면 표선리 40-55번지,0.0,22.5,56.25,11.25,0.0,67.49999999999999,22.5,5.439560439560436,53.099999999999994,36.9,6.300000000000001,19.53,27.27,24.3,12.6,상위 75~90%,상위 90% 초과,상위 75~90%,상위 90% 초과
202301,모들한상,20191224,단품요리 전문,제주 제주시 애월읍 하가리 1359-1번지 1층,8.95348837209302,31.744186046511626,9.767441860465114,19.534883720930228,0.0,45.5813953488372,24.41860465116279,7.686104218362282,33.67,36.33,14.42,27.929999999999993,15.82,8.189999999999992,3.64,상위 50~75%,상위 25~50%,상위 50~75%,상위 25~50%
202301,예래미반,20210504,가정식,제주 서귀포시 하예동 1830-6번지 1층,27.692307692307693,31.15384615384615,0.0,31.15384615384615,0.0,62.307692307692264,27.692307692307683,24.827586206896548,41.75999999999999,48.24,20.879999999999992,17.64,25.74,14.49,11.25,상위 10% 이하,상위 50~75%,상위 10% 이하,상위 50~75%
202301,영주산성식당,20170306,가정식,제주 서귀포시 표선면 성읍리 1635-5번지 표선면,6.25,87.5,0.0,6.25,0.0,93.75,6.25,3.30578512396694,57.8,42.2,7.3,8.3,26.6,27.500000000000004,30.3,상위 50~75%,상위 90% 초과,상위 50~75%,상위 90% 초과
202301,두갓,20190618,단품요리 전문,제주 제주시 해안동 2363-1번지 1층,10.537634408602148,25.591397849462368,0.0,33.87096774193549,0.0,39.892473118279575,30.107526881720418,6.797900262467188,27.44,42.56,28.209999999999994,25.69,7.98,6.58,1.61,상위 10~25%,상위 10~25%,상위 10~25%,상위 10~25%
202301,임성반점,20200324,단품요리 전문,제주 제주시 용담이동 622-22번지 1층,8.951612903225802,24.91935483870968,9.193548387096774,16.93548387096774,0.0,49.35483870967741,10.645161290322582,37.635327635327634,40.14,19.86,6.6,16.26,20.039999999999996,11.28,5.819999999999994,상위 75~90%,상위 25~50%,상위 75~90%,상위 25~50%
202301,유신횟집,20171214,단품요리 전문,제주 제주시 일도일동 1145-33번지 2층,4.444444444444439,4.444444444444439,44.44444444444444,26.666666666666664,0.0,53.333333333333314,26.666666666666657,5.320665083135392,45.84,34.16,8.0,12.32,18.55999999999999,21.6,19.44,상위 25~50%,상위 50~75%,상위 25~50%,상위 50~75%
202301,방글방글,20160502,단품요리 전문,제주 서귀포시 성산읍 고성리 541-2번지,28.125,16.875,14.0625,30.9375,0.0,50.625,39.375,5.500848896434629,45.54,44.46,22.32,22.68,22.32,14.85,7.739999999999999,상위 10~25%,상위 50~75%,상위 10~25%,상위 50~75%
202301,해다미,20030305,가정식,제주 제주시 용담삼동 505번지 현대아파트상가 105호,0.0,10.0,90.0,0.0,0.0,70.0,30.000000000000004,15.18324607329843,61.8,38.2,7.000000000000001,17.8,20.4,35.0,19.69999999999999,상위 50~75%,상위 90% 초과,상위 50~75%,상위 90% 초과
202301,올레자매밥집,20140818,가정식,제주 서귀포시 서귀동 740-10번지,25.0,43.33333333333333,5.0,6.666666666666664,0.0,74.99999999999999,5.0,14.521008403361344,44.48,35.52,5.36,15.11999999999999,27.519999999999996,19.76,12.24,상위 25~50%,상위 25~50%,상위 25~50%,상위 25~50%
202301,갈치관,20220708,단품요리 전문,제주 제주시 애월읍 구엄리 1258-8번지 2층,4.260869565217391,17.043478260869563,22.52173913043478,26.17391304347826,0.0,45.04347826086955,24.956521739130437,2.093301435406692,38.5,31.5,14.63,17.85,19.179999999999993,12.67,5.67,상위 90% 초과,상위 75~90%,상위 90% 초과,상위 75~90%
202301,통큰코다리,20211111,단품요리 전문,제주 제주시 한림읍 협재리 2021-10번지 1층,3.90243902439024,23.414634146341463,19.512195121951216,33.170731707317074,0.0,40.975609756097555,39.02439024390244,35.90243902439024,45.28,34.72,2.3199999999999923,8.8,21.68,30.08,17.2,상위 25~50%,상위 50~75%,상위 25~50%,상위 50~75%
202301,풍원,20160415,가정식,제주 제주시 우도면 연평리 2427-1번지 1층,6.808510638297872,45.95744680851064,0.0,27.23404255319149,0.0,61.27659574468084,18.723404255319146,3.85382059800664,40.48,39.52,27.92,23.6,13.759999999999998,11.68,3.04,상위 50~75%,상위 50~75%,상위 50~75%,상위 50~75%
202301,이로운술상,20210317,가정식,제주 제주시 조천읍 함덕리 1261번지 1층,0.0,0.0,51.55555555555556,0.0,28.444444444444443,49.77777777777777,30.222222222222214,35.00959692898272,45.68000000000001,34.32,15.919999999999993,29.68,24.88,7.92,1.6,상위 50~75%,상위 50~75%,상위 50~75%,상위 50~75%
202301,그리울땐제주,20220714,커피,제주 서귀포시 남원읍 신흥리 125-6번지 1층,9.459459459459456,18.91891891891892,0.0,41.62162162162162,0.0,44.459459459459445,25.540540540540537,8.77333333333333,30.03,39.970000000000006,17.57,18.48,18.9,11.13,3.99,상위 10~25%,상위 10~25%,상위 10~25%,상위 10~25%
202301,세화어머니손맛,20130802,가정식,제주 제주시 구좌읍 세화리 3645-2번지,25.200000000000003,54.0,0.0,10.8,0.0,75.6,14.4,47.48031496062992,61.2,28.8,3.6,8.64,27.36,28.08,22.32,상위 10% 이하,상위 50~75%,상위 10% 이하,상위 50~75%
202301,우무공항,20200211,단품요리 전문,제주 제주시 삼도이동 193-2번지 1층,13.989637305699478,8.419689119170979,6.735751295336785,20.854922279792746,0.0,34.02417962003454,15.97582037996545,1.28244391700482,14.05,35.95,28.1,11.0,5.1,5.0499999999999945,0.75,상위 90% 초과,상위 10~25%,상위 90% 초과,상위 10~25%
202301,가르텐노형점,20140114,단품요리 전문,제주 제주시 노형동 1054-3번지,0.0,0.0,32.14285714285714,0.0,57.85714285714286,51.4285714285714,38.57142857142856,76.08695652173913,70.2,19.8,26.73,29.519999999999992,25.200000000000003,7.739999999999999,0.8099999999999999,상위 25~50%,상위 50~75%,상위 25~50%,상위 50~75%
202301,최남단식당,20210507,가정식,제주 서귀포시 대정읍 하모리 2131-7번지 1층,0.0,12.173913043478256,50.434782608695656,17.39130434782608,0.0,55.652173913043455,24.347826086956516,26.666666666666664,46.0,34.0,2.8000000000000003,7.039999999999999,18.159999999999993,26.4,25.6,상위 90% 초과,상위 90% 초과,상위 90% 초과,상위 90% 초과
202301,고기장,20211217,단품요리 전문,제주 제주시 용담삼동 2400-7번지 1층,0.0,4.158415841584158,47.22772277227723,8.613861386138609,0.0,37.722772277227705,22.27722772277227,10.47154471544715,33.300000000000004,26.7,16.439999999999994,19.44,13.38,7.86,2.88,상위 90% 초과,상위 75~90%,상위 90% 초과,상위 75~90%
202301,내도음악상가,20210222,단품요리 전문,제주 제주시 내도동 452-14번지 테우원타운 2층,0.0,0.0,56.13207547169811,2.641509433962259,11.22641509433962,43.58490566037735,26.41509433962263,6.841359773371102,25.83,44.17,38.57,24.92,2.9400000000000004,2.59,0.979999999999993,상위 50~75%,상위 25~50%,상위 50~75%,상위 25~50%
202301,옵서예,20200703,단품요리 전문,제주 제주시 이도이동 1183-28번지 1층,23.44827586206896,30.344827586206897,13.793103448275865,12.413793103448272,0.0,80.0,0.0,20.295566502463057,38.8,41.2,22.159999999999993,24.4,11.2,15.04,7.279999999999999,상위 25~50%,상위 25~50%,상위 25~50%,상위 25~50%
202301,동백정원,20200129,단품요리 전문,제주 서귀포시 대포동 1048번지,24.594594594594593,20.81081081081081,0.0,24.594594594594593,0.0,31.216216216216207,38.783783783783775,13.04545454545454,23.59,46.41,18.41,23.729999999999993,13.72,10.71,3.43,상위 25~50%,상위 25~50%,상위 25~50%,상위 25~50%
202301,관심사,20190312,단품요리 전문,제주 제주시 이도일동 1413-1번지 지하1층,0.0,15.71428571428571,6.428571428571425,47.857142857142854,0.0,47.85714285714285,22.142857142857135,29.166666666666668,10.36,59.64,49.84,8.96,4.9,6.02,0.35,상위 10% 이하,상위 10% 이하,상위 10% 이하,상위 10% 이하
202301,미백담,20211230,가정식,제주 서귀포시 안덕면 창천리 153-32번지 1층,0.0,18.18181818181818,81.81818181818183,0.0,0.0,81.81818181818183,18.18181818181818,32.59259259259259,65.6,34.4,13.3,38.29999999999999,24.2,18.8,5.5,상위 50~75%,상위 90% 초과,상위 50~75%,상위 90% 초과
