관광지명,주소,장소 카테고리,대분류,중분류,소분류,총 방문자수,기준월,월별 방문자수,월요일방문자수,화요일방문자수,수요일방문자수,목요일방문자수,금요일방문자수,토요일방문자수,일요일방문자수,정보,위도,경도
노리매공원,제주특별자치도 서귀포시 대정읍 중산간서로 2260-15 ,관광지,인문(문화/예술/역사),휴양관광지,공원,3274.0,5.0,229.0,39.0,50.0,27.0,36.0,28.0,22.0,27.0,"'노리매공원'은/는 제주특별자치도 서귀포시 대정읍 중산간서로 2260-15 에 위치한 관광지로, 관광지에 속하며, 대분류: 인문(문화/예술/역사), 중분류: 휴양관광지, 소분류: 공원입니다. 해당 관광지는 기준월(5.0) 동안 총 3274.0명의 방문자를 기록했습니다. 8월 한 달 동안 229.0명이 방문했습니다. 요일별 방문자수는 월요일 39.0명, 화요일 50.0명, 수요일 27.0명, 목요일 36.0명, 금요일 28.0명, 토요일 22.0명, 일요일 27.0명입니다.",33.2831505,126.2873239
노을담은뜨락,제주특별자치도 서귀포시 대정읍 노을해안로 416 ,숙박,숙박,숙박시설,펜션,269.0,5.0,26.0,3.0,3.0,10.0,2.0,2.0,3.0,3.0,"'노을담은뜨락'은/는 제주특별자치도 서귀포시 대정읍 노을해안로 416 에 위치한 관광지로, 숙박에 속하며, 대분류: 숙박, 중분류: 숙박시설, 소분류: 펜션입니다. 해당 관광지는 기준월(5.0) 동안 총 269.0명의 방문자를 기록했습니다. 8월 한 달 동안 26.0명이 방문했습니다. 요일별 방문자수는 월요일 3.0명, 화요일 3.0명, 수요일 10.0명, 목요일 2.0명, 금요일 2.0명, 토요일 3.0명, 일요일 3.0명입니다.",33.25624,126.1903353
노을해안로,제주특별자치도 서귀포시 대정읍 영락리 ,관광지,자연,자연관광지,자연생태관광지,1349.0,5.0,165.0,29.0,26.0,25.0,19.0,27.0,13.0,26.0,"'노을해안로'은/는 제주특별자치도 서귀포시 대정읍 영락리 에 위치한 관광지로, 관광지에 속하며, 대분류: 자연, 중분류: 자연관광지, 소분류: 자연생태관광지입니다. 해당 관광지는 기준월(5.0) 동안 총 1349.0명의 방문자를 기록했습니다. 8월 한 달 동안 165.0명이 방문했습니다. 요일별 방문자수는 월요일 29.0명, 화요일 26.0명, 수요일 25.0명, 목요일 19.0명, 금요일 27.0명, 토요일 13.0명, 일요일 26.0명입니다.",33.2425714,126.2243799
누웨마루거리,제주특별자치도 제주시 신광로 47 (연동) ,관광지,인문(문화/예술/역사),체험관광지,이색거리,2082.0,5.0,193.0,34.0,32.0,34.0,22.0,29.0,22.0,20.0,"'누웨마루거리'은/는 제주특별자치도 제주시 신광로 47 (연동) 에 위치한 관광지로, 관광지에 속하며, 대분류: 인문(문화/예술/역사), 중분류: 체험관광지, 소분류: 이색거리입니다. 해당 관광지는 기준월(5.0) 동안 총 2082.0명의 방문자를 기록했습니다. 8월 한 달 동안 193.0명이 방문했습니다. 요일별 방문자수는 월요일 34.0명, 화요일 32.0명, 수요일 34.0명, 목요일 22.0명, 금요일 29.0명, 토요일 22.0명, 일요일 20.0명입니다.",,
다이나믹메이즈,제주특별자치도 서귀포시 표선면 번영로 2644 ,관광지,인문(문화/예술/역사),휴양관광지,테마공원,7386.0,5.0,578.0,108.0,88.0,86.0,75.0,85.0,68.0,68.0,"'다이나믹메이즈'은/는 제주특별자치도 서귀포시 표선면 번영로 2644 에 위치한 관광지로, 관광지에 속하며, 대분류: 인문(문화/예술/역사), 중분류: 휴양관광지, 소분류: 테마공원입니다. 해당 관광지는 기준월(5.0) 동안 총 7386.0명의 방문자를 기록했습니다. 8월 한 달 동안 578.0명이 방문했습니다. 요일별 방문자수는 월요일 108.0명, 화요일 88.0명, 수요일 86.0명, 목요일 75.0명, 금요일 85.0명, 토요일 68.0명, 일요일 68.0명입니다.",33.3991423,126.7851051
다인리조트,제주특별자치도 제주시 애월읍 애월해안로 400-9 ,숙박,숙박,숙박시설,펜션,405.0,5.0,49.0,5.0,8.0,7.0,9.0,4.0,2.0,14.0,"'다인리조트'은/는 제주특별자치도 제주시 애월읍 애월해안로 400-9 에 위치한 관광지로, 숙박에 속하며, 대분류: 숙박, 중분류: 숙박시설, 소분류: 펜션입니다. 해당 관광지는 기준월(5.0) 동안 총 405.0명의 방문자를 기록했습니다. 8월 한 달 동안 49.0명이 방문했습니다. 요일별 방문자수는 월요일 5.0명, 화요일 8.0명, 수요일 7.0명, 목요일 9.0명, 금요일 4.0명, 토요일 2.0명, 일요일 14.0명입니다.",33.4714919,126.351163
닭머르해안길,제주특별자치도 제주시 조천읍 신촌북3길 62-1 ,관광지,자연,자연관광지,자연생태관광지,12241.0,5.0,859.0,170.0,153.0,128.0,97.0,89.0,101.0,121.0,"'닭머르해안길'은/는 제주특별자치도 제주시 조천읍 신촌북3길 62-1 에 위치한 관광지로, 관광지에 속하며, 대분류: 자연, 중분류: 자연관광지, 소분류: 자연생태관광지입니다. 해당 관광지는 기준월(5.0) 동안 총 12241.0명의 방문자를 기록했습니다. 8월 한 달 동안 859.0명이 방문했습니다. 요일별 방문자수는 월요일 170.0명, 화요일 153.0명, 수요일 128.0명, 목요일 97.0명, 금요일 89.0명, 토요일 101.0명, 일요일 121.0명입니다.",33.5378704,126.6132214
답다니탑망대,제주특별자치도 제주시 우도면 우도해안길 602 ,관광지,인문(문화/예술/역사),건축/조형물,유명건물,713.0,5.0,99.0,20.0,16.0,17.0,10.0,9.0,11.0,16.0,"'답다니탑망대'은/는 제주특별자치도 제주시 우도면 우도해안길 602 에 위치한 관광지로, 관광지에 속하며, 대분류: 인문(문화/예술/역사), 중분류: 건축/조형물, 소분류: 유명건물입니다. 해당 관광지는 기준월(5.0) 동안 총 713.0명의 방문자를 기록했습니다. 8월 한 달 동안 99.0명이 방문했습니다. 요일별 방문자수는 월요일 20.0명, 화요일 16.0명, 수요일 17.0명, 목요일 10.0명, 금요일 9.0명, 토요일 11.0명, 일요일 16.0명입니다.",,
대정향교,제주특별자치도 서귀포시 안덕면 향교로 165-17 ,관광지,인문(문화/예술/역사),역사관광지,유적지/사적지,1020.0,5.0,128.0,22.0,17.0,24.0,16.0,18.0,14.0,17.0,"'대정향교'은/는 제주특별자치도 서귀포시 안덕면 향교로 165-17 에 위치한 관광지로, 관광지에 속하며, 대분류: 인문(문화/예술/역사), 중분류: 역사관광지, 소분류: 유적지/사적지입니다. 해당 관광지는 기준월(5.0) 동안 총 1020.0명의 방문자를 기록했습니다. 8월 한 달 동안 128.0명이 방문했습니다. 요일별 방문자수는 월요일 22.0명, 화요일 17.0명, 수요일 24.0명, 목요일 16.0명, 금요일 18.0명, 토요일 14.0명, 일요일 17.0명입니다.",33.2394319,126.2883184
더마파크,제주특별자치도 제주시 한림읍 월림7길 155 ,관광지,인문(문화/예술/역사),휴양관광지,테마공원,3972.0,5.0,400.0,71.0,78.0,74.0,59.0,49.0,28.0,41.0,"'더마파크'은/는 제주특별자치도 제주시 한림읍 월림7길 155 에 위치한 관광지로, 관광지에 속하며, 대분류: 인문(문화/예술/역사), 중분류: 휴양관광지, 소분류: 테마공원입니다. 해당 관광지는 기준월(5.0) 동안 총 3972.0명의 방문자를 기록했습니다. 8월 한 달 동안 400.0명이 방문했습니다. 요일별 방문자수는 월요일 71.0명, 화요일 78.0명, 수요일 74.0명, 목요일 59.0명, 금요일 49.0명, 토요일 28.0명, 일요일 41.0명입니다.",33.3508962,126.2482536
도치돌알파카목장,제주특별자치도 제주시 애월읍 도치돌길 293 ,관광지,인문(문화/예술/역사),체험관광지,농.산.어촌 체험,1675.0,5.0,155.0,34.0,31.0,23.0,12.0,15.0,20.0,20.0,"'도치돌알파카목장'은/는 제주특별자치도 제주시 애월읍 도치돌길 293 에 위치한 관광지로, 관광지에 속하며, 대분류: 인문(문화/예술/역사), 중분류: 체험관광지, 소분류: 농.산.어촌 체험입니다. 해당 관광지는 기준월(5.0) 동안 총 1675.0명의 방문자를 기록했습니다. 8월 한 달 동안 155.0명이 방문했습니다. 요일별 방문자수는 월요일 34.0명, 화요일 31.0명, 수요일 23.0명, 목요일 12.0명, 금요일 15.0명, 토요일 20.0명, 일요일 20.0명입니다.",,
돈내코,제주특별자치도 서귀포시 돈내코로 137 ,관광지,자연,자연관광지,계곡,6251.0,5.0,341.0,71.0,67.0,59.0,38.0,35.0,39.0,32.0,"'돈내코'은/는 제주특별자치도 서귀포시 돈내코로 137 에 위치한 관광지로, 관광지에 속하며, 대분류: 자연, 중분류: 자연관광지, 소분류: 계곡입니다. 해당 관광지는 기준월(5.0) 동안 총 6251.0명의 방문자를 기록했습니다. 8월 한 달 동안 341.0명이 방문했습니다. 요일별 방문자수는 월요일 71.0명, 화요일 67.0명, 수요일 59.0명, 목요일 38.0명, 금요일 35.0명, 토요일 39.0명, 일요일 32.0명입니다.",33.3510774,126.620716
동박생이,제주특별자치도 제주시 구좌읍 월정1길 89 ,숙박,숙박,숙박시설,펜션,398.0,5.0,44.0,6.0,12.0,6.0,7.0,6.0,2.0,5.0,"'동박생이'은/는 제주특별자치도 제주시 구좌읍 월정1길 89 에 위치한 관광지로, 숙박에 속하며, 대분류: 숙박, 중분류: 숙박시설, 소분류: 펜션입니다. 해당 관광지는 기준월(5.0) 동안 총 398.0명의 방문자를 기록했습니다. 8월 한 달 동안 44.0명이 방문했습니다. 요일별 방문자수는 월요일 6.0명, 화요일 12.0명, 수요일 6.0명, 목요일 7.0명, 금요일 6.0명, 토요일 2.0명, 일요일 5.0명입니다.",33.5584132,126.792853
두맹이골목,제주특별자치도 제주시 일도이동 1006-11,관광지,인문(문화/예술/역사),체험관광지,이색거리,741.0,5.0,79.0,11.0,17.0,10.0,13.0,10.0,8.0,10.0,"'두맹이골목'은/는 제주특별자치도 제주시 일도이동 1006-11에 위치한 관광지로, 관광지에 속하며, 대분류: 인문(문화/예술/역사), 중분류: 체험관광지, 소분류: 이색거리입니다. 해당 관광지는 기준월(5.0) 동안 총 741.0명의 방문자를 기록했습니다. 8월 한 달 동안 79.0명이 방문했습니다. 요일별 방문자수는 월요일 11.0명, 화요일 17.0명, 수요일 10.0명, 목요일 13.0명, 금요일 10.0명, 토요일 8.0명, 일요일 10.0명입니다.",33.5120308,126.5349279
라온호텔앤리조트,제주특별자치도 제주시 한림읍 금능남로 127 ,관광지,인문(문화/예술/역사),휴양관광지,관광단지,619.0,5.0,91.0,17.0,12.0,11.0,12.0,11.0,7.0,21.0,"'라온호텔앤리조트'은/는 제주특별자치도 제주시 한림읍 금능남로 127 에 위치한 관광지로, 관광지에 속하며, 대분류: 인문(문화/예술/역사), 중분류: 휴양관광지, 소분류: 관광단지입니다. 해당 관광지는 기준월(5.0) 동안 총 619.0명의 방문자를 기록했습니다. 8월 한 달 동안 91.0명이 방문했습니다. 요일별 방문자수는 월요일 17.0명, 화요일 12.0명, 수요일 11.0명, 목요일 12.0명, 금요일 11.0명, 토요일 7.0명, 일요일 21.0명입니다.",33.3810152,126.2411754
라헨느리조트,제주특별자치도 제주시 명림로 384 ,숙박,인문(문화/예술/역사),휴양관광지,관광단지,364.0,5.0,44.0,9.0,5.0,4.0,7.0,4.0,8.0,7.0,"'라헨느리조트'은/는 제주특별자치도 제주시 명림로 384 에 위치한 관광지로, 숙박에 속하며, 대분류: 인문(문화/예술/역사), 중분류: 휴양관광지, 소분류: 관광단지입니다. 해당 관광지는 기준월(5.0) 동안 총 364.0명의 방문자를 기록했습니다. 8월 한 달 동안 44.0명이 방문했습니다. 요일별 방문자수는 월요일 9.0명, 화요일 5.0명, 수요일 4.0명, 목요일 7.0명, 금요일 4.0명, 토요일 8.0명, 일요일 7.0명입니다.",33.4521555,126.6155076
마라도등대,"제주특별자치도 서귀포시 대정읍 마라로 (165, 마라도항로표지관리소) ",관광지,자연,자연관광지,등대,834.0,5.0,117.0,18.0,19.0,23.0,8.0,20.0,8.0,21.0,"'마라도등대'은/는 제주특별자치도 서귀포시 대정읍 마라로 (165, 마라도항로표지관리소) 에 위치한 관광지로, 관광지에 속하며, 대분류: 자연, 중분류: 자연관광지, 소분류: 등대입니다. 해당 관광지는 기준월(5.0) 동안 총 834.0명의 방문자를 기록했습니다. 8월 한 달 동안 117.0명이 방문했습니다. 요일별 방문자수는 월요일 18.0명, 화요일 19.0명, 수요일 23.0명, 목요일 8.0명, 금요일 20.0명, 토요일 8.0명, 일요일 21.0명입니다.",33.1697336,126.271453
메이즈랜드,제주특별자치도 제주시 구좌읍 비자림로 2134-47 ,관광지,인문(문화/예술/역사),휴양관광지,테마공원,8368.0,5.0,849.0,158.0,167.0,144.0,111.0,99.0,57.0,113.0,"'메이즈랜드'은/는 제주특별자치도 제주시 구좌읍 비자림로 2134-47 에 위치한 관광지로, 관광지에 속하며, 대분류: 인문(문화/예술/역사), 중분류: 휴양관광지, 소분류: 테마공원입니다. 해당 관광지는 기준월(5.0) 동안 총 8368.0명의 방문자를 기록했습니다. 8월 한 달 동안 849.0명이 방문했습니다. 요일별 방문자수는 월요일 158.0명, 화요일 167.0명, 수요일 144.0명, 목요일 111.0명, 금요일 99.0명, 토요일 57.0명, 일요일 113.0명입니다.",33.4743111,126.7771579
무수천,제주특별자치도 제주시 애월읍 무수천길 (애월읍) 일대,관광지,자연,자연관광지,계곡,814.0,5.0,152.0,16.0,15.0,13.0,10.0,23.0,59.0,16.0,"'무수천'은/는 제주특별자치도 제주시 애월읍 무수천길 (애월읍) 일대에 위치한 관광지로, 관광지에 속하며, 대분류: 자연, 중분류: 자연관광지, 소분류: 계곡입니다. 해당 관광지는 기준월(5.0) 동안 총 814.0명의 방문자를 기록했습니다. 8월 한 달 동안 152.0명이 방문했습니다. 요일별 방문자수는 월요일 16.0명, 화요일 15.0명, 수요일 13.0명, 목요일 10.0명, 금요일 23.0명, 토요일 59.0명, 일요일 16.0명입니다.",33.4633826,126.4445845
물고기나무게스트하우스,제주특별자치도 서귀포시 성산읍 중산간동로 4204-14 ,숙박,숙박,숙박시설,펜션,315.0,5.0,37.0,7.0,5.0,5.0,10.0,5.0,2.0,3.0,"'물고기나무게스트하우스'은/는 제주특별자치도 서귀포시 성산읍 중산간동로 4204-14 에 위치한 관광지로, 숙박에 속하며, 대분류: 숙박, 중분류: 숙박시설, 소분류: 펜션입니다. 해당 관광지는 기준월(5.0) 동안 총 315.0명의 방문자를 기록했습니다. 8월 한 달 동안 37.0명이 방문했습니다. 요일별 방문자수는 월요일 7.0명, 화요일 5.0명, 수요일 5.0명, 목요일 10.0명, 금요일 5.0명, 토요일 2.0명, 일요일 3.0명입니다.",33.3789432,126.8407648
물뫼힐링팜,제주특별자치도 제주시 애월읍 예원로 51 ,관광지,인문(문화/예술/역사),체험관광지,이색체험,987.0,5.0,106.0,11.0,32.0,17.0,21.0,10.0,9.0,6.0,"'물뫼힐링팜'은/는 제주특별자치도 제주시 애월읍 예원로 51 에 위치한 관광지로, 관광지에 속하며, 대분류: 인문(문화/예술/역사), 중분류: 체험관광지, 소분류: 이색체험입니다. 해당 관광지는 기준월(5.0) 동안 총 987.0명의 방문자를 기록했습니다. 8월 한 달 동안 106.0명이 방문했습니다. 요일별 방문자수는 월요일 11.0명, 화요일 32.0명, 수요일 17.0명, 목요일 21.0명, 금요일 10.0명, 토요일 9.0명, 일요일 6.0명입니다.",33.4642593,126.3965364
밀레니엄빌,제주특별자치도 서귀포시 보목로64번길 196 ,숙박,숙박,숙박시설,펜션,129.0,5.0,20.0,2.0,2.0,4.0,6.0,0.0,4.0,2.0,"'밀레니엄빌'은/는 제주특별자치도 서귀포시 보목로64번길 196 에 위치한 관광지로, 숙박에 속하며, 대분류: 숙박, 중분류: 숙박시설, 소분류: 펜션입니다. 해당 관광지는 기준월(5.0) 동안 총 129.0명의 방문자를 기록했습니다. 8월 한 달 동안 20.0명이 방문했습니다. 요일별 방문자수는 월요일 2.0명, 화요일 2.0명, 수요일 4.0명, 목요일 6.0명, 금요일 0.0명, 토요일 4.0명, 일요일 2.0명입니다.",33.2451899,126.5899481
방선문,제주특별자치도 제주시 오라이동 39-1,관광지,자연,자연관광지,계곡,623.0,5.0,73.0,17.0,10.0,16.0,9.0,6.0,5.0,10.0,"'방선문'은/는 제주특별자치도 제주시 오라이동 39-1에 위치한 관광지로, 관광지에 속하며, 대분류: 자연, 중분류: 자연관광지, 소분류: 계곡입니다. 해당 관광지는 기준월(5.0) 동안 총 623.0명의 방문자를 기록했습니다. 8월 한 달 동안 73.0명이 방문했습니다. 요일별 방문자수는 월요일 17.0명, 화요일 10.0명, 수요일 16.0명, 목요일 9.0명, 금요일 6.0명, 토요일 5.0명, 일요일 10.0명입니다.",33.4712097,126.5020906
보통청춘기록실청춘사진관,제주특별자치도 제주시 한림읍 일주서로 5867 ,관광지,인문(문화/예술/역사),체험관광지,이색체험,786.0,5.0,94.0,14.0,28.0,14.0,13.0,11.0,7.0,7.0,"'보통청춘기록실청춘사진관'은/는 제주특별자치도 제주시 한림읍 일주서로 5867 에 위치한 관광지로, 관광지에 속하며, 대분류: 인문(문화/예술/역사), 중분류: 체험관광지, 소분류: 이색체험입니다. 해당 관광지는 기준월(5.0) 동안 총 786.0명의 방문자를 기록했습니다. 8월 한 달 동안 94.0명이 방문했습니다. 요일별 방문자수는 월요일 14.0명, 화요일 28.0명, 수요일 14.0명, 목요일 13.0명, 금요일 11.0명, 토요일 7.0명, 일요일 7.0명입니다.",,
북촌리4.3길,제주특별자치도 제주시 조천읍 북촌3길 3 ,관광지,자연,자연관광지,자연생태관광지,836.0,5.0,131.0,18.0,25.0,19.0,17.0,26.0,7.0,19.0,"'북촌리4.3길'은/는 제주특별자치도 제주시 조천읍 북촌3길 3 에 위치한 관광지로, 관광지에 속하며, 대분류: 자연, 중분류: 자연관광지, 소분류: 자연생태관광지입니다. 해당 관광지는 기준월(5.0) 동안 총 836.0명의 방문자를 기록했습니다. 8월 한 달 동안 131.0명이 방문했습니다. 요일별 방문자수는 월요일 18.0명, 화요일 25.0명, 수요일 19.0명, 목요일 17.0명, 금요일 26.0명, 토요일 7.0명, 일요일 19.0명입니다.",,
붉은오름자연휴양림,제주특별자치도 서귀포시 표선면 남조로 1487-73 ,관광지,자연,자연관광지,자연휴양림,3950.0,5.0,215.0,50.0,28.0,33.0,33.0,28.0,20.0,23.0,"'붉은오름자연휴양림'은/는 제주특별자치도 서귀포시 표선면 남조로 1487-73 에 위치한 관광지로, 관광지에 속하며, 대분류: 자연, 중분류: 자연관광지, 소분류: 자연휴양림입니다. 해당 관광지는 기준월(5.0) 동안 총 3950.0명의 방문자를 기록했습니다. 8월 한 달 동안 215.0명이 방문했습니다. 요일별 방문자수는 월요일 50.0명, 화요일 28.0명, 수요일 33.0명, 목요일 33.0명, 금요일 28.0명, 토요일 20.0명, 일요일 23.0명입니다.",,
비스타리조트,제주특별자치도 제주시 서해안로 74 ,숙박,인문(문화/예술/역사),휴양관광지,관광단지,191.0,5.0,26.0,1.0,2.0,7.0,4.0,6.0,2.0,4.0,"'비스타리조트'은/는 제주특별자치도 제주시 서해안로 74 에 위치한 관광지로, 숙박에 속하며, 대분류: 인문(문화/예술/역사), 중분류: 휴양관광지, 소분류: 관광단지입니다. 해당 관광지는 기준월(5.0) 동안 총 191.0명의 방문자를 기록했습니다. 8월 한 달 동안 26.0명이 방문했습니다. 요일별 방문자수는 월요일 1.0명, 화요일 2.0명, 수요일 7.0명, 목요일 4.0명, 금요일 6.0명, 토요일 2.0명, 일요일 4.0명입니다.",33.5031197,126.457563
사라봉공원,제주특별자치도 제주시 사라봉동길 74 ,관광지,인문(문화/예술/역사),휴양관광지,공원,1849.0,5.0,185.0,42.0,30.0,34.0,20.0,13.0,24.0,22.0,"'사라봉공원'은/는 제주특별자치도 제주시 사라봉동길 74 에 위치한 관광지로, 관광지에 속하며, 대분류: 인문(문화/예술/역사), 중분류: 휴양관광지, 소분류: 공원입니다. 해당 관광지는 기준월(5.0) 동안 총 1849.0명의 방문자를 기록했습니다. 8월 한 달 동안 185.0명이 방문했습니다. 요일별 방문자수는 월요일 42.0명, 화요일 30.0명, 수요일 34.0명, 목요일 20.0명, 금요일 13.0명, 토요일 24.0명, 일요일 22.0명입니다.",33.5177204,126.5457574
