관광지명,주소,장소 카테고리,대분류,중분류,소분류,총 방문자수,기준월,월별 방문자수,월요일방문자수,화요일방문자수,수요일방문자수,목요일방문자수,금요일방문자수,토요일방문자수,일요일방문자수,정보,위도,경도
고근산,제주특별자치도 서귀포시 호근로112번길 43-3 (호근동) ,관광지,자연,자연관광지,산,1200.0,10.0,99.0,14.0,20.0,10.0,13.0,19.0,8.0,15.0,"'고근산'은/는 제주특별자치도 서귀포시 호근로112번길 43-3 (호근동) 에 위치한 관광지로, 관광지에 속하며, 대분류: 자연, 중분류: 자연관광지, 소분류: 산입니다. 해당 관광지는 기준월(10.0) 동안 총 1200.0명의 방문자를 기록했습니다. 2월 한 달 동안 99.0명이 방문했습니다. 요일별 방문자수는 월요일 14.0명, 화요일 20.0명, 수요일 10.0명, 목요일 13.0명, 금요일 19.0명, 토요일 8.0명, 일요일 15.0명입니다.",,
고산일과해안도로,제주특별자치도 서귀포시 대정읍 신도리 3135-1 ,관광지,자연,자연관광지,자연생태관광지,542.0,10.0,32.0,4.0,6.0,4.0,3.0,0.0,1.0,14.0,"'고산일과해안도로'은/는 제주특별자치도 서귀포시 대정읍 신도리 3135-1 에 위치한 관광지로, 관광지에 속하며, 대분류: 자연, 중분류: 자연관광지, 소분류: 자연생태관광지입니다. 해당 관광지는 기준월(10.0) 동안 총 542.0명의 방문자를 기록했습니다. 2월 한 달 동안 32.0명이 방문했습니다. 요일별 방문자수는 월요일 4.0명, 화요일 6.0명, 수요일 4.0명, 목요일 3.0명, 금요일 0.0명, 토요일 1.0명, 일요일 14.0명입니다.",33.2575958,126.214254
고살리숲길,제주특별자치도 서귀포시 남원읍 ,관광지,자연,자연관광지,산,2593.0,10.0,143.0,24.0,17.0,17.0,21.0,18.0,18.0,28.0,"'고살리숲길'은/는 제주특별자치도 서귀포시 남원읍 에 위치한 관광지로, 관광지에 속하며, 대분류: 자연, 중분류: 자연관광지, 소분류: 산입니다. 해당 관광지는 기준월(10.0) 동안 총 2593.0명의 방문자를 기록했습니다. 2월 한 달 동안 143.0명이 방문했습니다. 요일별 방문자수는 월요일 24.0명, 화요일 17.0명, 수요일 17.0명, 목요일 21.0명, 금요일 18.0명, 토요일 18.0명, 일요일 28.0명입니다.",33.3252261,126.5961931
곽지해수욕장,제주특별자치도 제주시 애월읍 곽지리 1565 ,관광지,자연,자연관광지,해수욕장,11572.0,10.0,533.0,102.0,88.0,87.0,65.0,62.0,54.0,75.0,"'곽지해수욕장'은/는 제주특별자치도 제주시 애월읍 곽지리 1565 에 위치한 관광지로, 관광지에 속하며, 대분류: 자연, 중분류: 자연관광지, 소분류: 해수욕장입니다. 해당 관광지는 기준월(10.0) 동안 총 11572.0명의 방문자를 기록했습니다. 2월 한 달 동안 533.0명이 방문했습니다. 요일별 방문자수는 월요일 102.0명, 화요일 88.0명, 수요일 87.0명, 목요일 65.0명, 금요일 62.0명, 토요일 54.0명, 일요일 75.0명입니다.",33.45329040000001,126.3212801
광치기해변,제주특별자치도 서귀포시 성산읍 고성리 ,관광지,자연,자연관광지,해수욕장,10642.0,10.0,606.0,109.0,112.0,99.0,88.0,54.0,38.0,106.0,"'광치기해변'은/는 제주특별자치도 서귀포시 성산읍 고성리 에 위치한 관광지로, 관광지에 속하며, 대분류: 자연, 중분류: 자연관광지, 소분류: 해수욕장입니다. 해당 관광지는 기준월(10.0) 동안 총 10642.0명의 방문자를 기록했습니다. 2월 한 달 동안 606.0명이 방문했습니다. 요일별 방문자수는 월요일 109.0명, 화요일 112.0명, 수요일 99.0명, 목요일 88.0명, 금요일 54.0명, 토요일 38.0명, 일요일 106.0명입니다.",33.4370258,126.9224025
금능포구,제주특별자치도 제주시 한림읍 금능리 ,관광지,인문(문화/예술/역사),체험관광지,농.산.어촌 체험,457.0,10.0,38.0,2.0,9.0,3.0,3.0,7.0,5.0,9.0,"'금능포구'은/는 제주특별자치도 제주시 한림읍 금능리 에 위치한 관광지로, 관광지에 속하며, 대분류: 인문(문화/예술/역사), 중분류: 체험관광지, 소분류: 농.산.어촌 체험입니다. 해당 관광지는 기준월(10.0) 동안 총 457.0명의 방문자를 기록했습니다. 2월 한 달 동안 38.0명이 방문했습니다. 요일별 방문자수는 월요일 2.0명, 화요일 9.0명, 수요일 3.0명, 목요일 3.0명, 금요일 7.0명, 토요일 5.0명, 일요일 9.0명입니다.",33.3700283,126.2392054
금능해수욕장,제주특별자치도 제주시 한림읍 금능길 119-10 ,관광지,자연,자연관광지,해수욕장,13346.0,10.0,693.0,116.0,96.0,82.0,134.0,83.0,58.0,124.0,"'금능해수욕장'은/는 제주특별자치도 제주시 한림읍 금능길 119-10 에 위치한 관광지로, 관광지에 속하며, 대분류: 자연, 중분류: 자연관광지, 소분류: 해수욕장입니다. 해당 관광지는 기준월(10.0) 동안 총 13346.0명의 방문자를 기록했습니다. 2월 한 달 동안 693.0명이 방문했습니다. 요일별 방문자수는 월요일 116.0명, 화요일 96.0명, 수요일 82.0명, 목요일 134.0명, 금요일 83.0명, 토요일 58.0명, 일요일 124.0명입니다.",33.3911311,126.2362647
김경숙해바라기농장,제주특별자치도 제주시 번영로 854-1 (회천동) ,관광지,자연,자연관광지,자연생태관광지,4832.0,10.0,285.0,49.0,33.0,44.0,39.0,35.0,25.0,60.0,"'김경숙해바라기농장'은/는 제주특별자치도 제주시 번영로 854-1 (회천동) 에 위치한 관광지로, 관광지에 속하며, 대분류: 자연, 중분류: 자연관광지, 소분류: 자연생태관광지입니다. 해당 관광지는 기준월(10.0) 동안 총 4832.0명의 방문자를 기록했습니다. 2월 한 달 동안 285.0명이 방문했습니다. 요일별 방문자수는 월요일 49.0명, 화요일 33.0명, 수요일 44.0명, 목요일 39.0명, 금요일 35.0명, 토요일 25.0명, 일요일 60.0명입니다.",33.477406,126.62762
노을해안로,제주특별자치도 서귀포시 대정읍 영락리 ,관광지,자연,자연관광지,자연생태관광지,1349.0,10.0,108.0,20.0,14.0,9.0,7.0,20.0,21.0,17.0,"'노을해안로'은/는 제주특별자치도 서귀포시 대정읍 영락리 에 위치한 관광지로, 관광지에 속하며, 대분류: 자연, 중분류: 자연관광지, 소분류: 자연생태관광지입니다. 해당 관광지는 기준월(10.0) 동안 총 1349.0명의 방문자를 기록했습니다. 2월 한 달 동안 108.0명이 방문했습니다. 요일별 방문자수는 월요일 20.0명, 화요일 14.0명, 수요일 9.0명, 목요일 7.0명, 금요일 20.0명, 토요일 21.0명, 일요일 17.0명입니다.",33.2425714,126.2243799
논짓물,제주특별자치도 서귀포시 예래해안로 253 (하예동),관광지,자연,자연관광지,해수욕장,7654.0,10.0,188.0,20.0,24.0,35.0,25.0,24.0,19.0,41.0,"'논짓물'은/는 제주특별자치도 서귀포시 예래해안로 253 (하예동)에 위치한 관광지로, 관광지에 속하며, 대분류: 자연, 중분류: 자연관광지, 소분류: 해수욕장입니다. 해당 관광지는 기준월(10.0) 동안 총 7654.0명의 방문자를 기록했습니다. 2월 한 달 동안 188.0명이 방문했습니다. 요일별 방문자수는 월요일 20.0명, 화요일 24.0명, 수요일 35.0명, 목요일 25.0명, 금요일 24.0명, 토요일 19.0명, 일요일 41.0명입니다.",33.2399183,126.3797536
높은오름,제주특별자치도 제주시 구좌읍 중산간동로 ,관광지,자연,자연관광지,산,883.0,10.0,68.0,9.0,10.0,5.0,9.0,8.0,8.0,19.0,"'높은오름'은/는 제주특별자치도 제주시 구좌읍 중산간동로 에 위치한 관광지로, 관광지에 속하며, 대분류: 자연, 중분류: 자연관광지, 소분류: 산입니다. 해당 관광지는 기준월(10.0) 동안 총 883.0명의 방문자를 기록했습니다. 2월 한 달 동안 68.0명이 방문했습니다. 요일별 방문자수는 월요일 9.0명, 화요일 10.0명, 수요일 5.0명, 목요일 9.0명, 금요일 8.0명, 토요일 8.0명, 일요일 19.0명입니다.",33.4573234,126.7926039
누웨마루거리,제주특별자치도 제주시 신광로 47 (연동) ,관광지,인문(문화/예술/역사),체험관광지,이색거리,2082.0,10.0,184.0,25.0,35.0,26.0,26.0,26.0,20.0,26.0,"'누웨마루거리'은/는 제주특별자치도 제주시 신광로 47 (연동) 에 위치한 관광지로, 관광지에 속하며, 대분류: 인문(문화/예술/역사), 중분류: 체험관광지, 소분류: 이색거리입니다. 해당 관광지는 기준월(10.0) 동안 총 2082.0명의 방문자를 기록했습니다. 2월 한 달 동안 184.0명이 방문했습니다. 요일별 방문자수는 월요일 25.0명, 화요일 35.0명, 수요일 26.0명, 목요일 26.0명, 금요일 26.0명, 토요일 20.0명, 일요일 26.0명입니다.",,
느지리오름,제주특별자치도 제주시 한림읍 봉수대길 5 ,관광지,자연,자연관광지,산,746.0,10.0,59.0,7.0,5.0,8.0,9.0,12.0,6.0,12.0,"'느지리오름'은/는 제주특별자치도 제주시 한림읍 봉수대길 5 에 위치한 관광지로, 관광지에 속하며, 대분류: 자연, 중분류: 자연관광지, 소분류: 산입니다. 해당 관광지는 기준월(10.0) 동안 총 746.0명의 방문자를 기록했습니다. 2월 한 달 동안 59.0명이 방문했습니다. 요일별 방문자수는 월요일 7.0명, 화요일 5.0명, 수요일 8.0명, 목요일 9.0명, 금요일 12.0명, 토요일 6.0명, 일요일 12.0명입니다.",,
다랑쉬오름,제주특별자치도 제주시 구좌읍 세화리 산6 ,관광지,자연,자연관광지,산,12680.0,10.0,1255.0,205.0,209.0,151.0,117.0,178.0,165.0,230.0,"'다랑쉬오름'은/는 제주특별자치도 제주시 구좌읍 세화리 산6 에 위치한 관광지로, 관광지에 속하며, 대분류: 자연, 중분류: 자연관광지, 소분류: 산입니다. 해당 관광지는 기준월(10.0) 동안 총 12680.0명의 방문자를 기록했습니다. 2월 한 달 동안 1255.0명이 방문했습니다. 요일별 방문자수는 월요일 205.0명, 화요일 209.0명, 수요일 151.0명, 목요일 117.0명, 금요일 178.0명, 토요일 165.0명, 일요일 230.0명입니다.",,
닭머르해안길,제주특별자치도 제주시 조천읍 신촌북3길 62-1 ,관광지,자연,자연관광지,자연생태관광지,12241.0,10.0,2099.0,350.0,350.0,245.0,289.0,228.0,291.0,346.0,"'닭머르해안길'은/는 제주특별자치도 제주시 조천읍 신촌북3길 62-1 에 위치한 관광지로, 관광지에 속하며, 대분류: 자연, 중분류: 자연관광지, 소분류: 자연생태관광지입니다. 해당 관광지는 기준월(10.0) 동안 총 12241.0명의 방문자를 기록했습니다. 2월 한 달 동안 2099.0명이 방문했습니다. 요일별 방문자수는 월요일 350.0명, 화요일 350.0명, 수요일 245.0명, 목요일 289.0명, 금요일 228.0명, 토요일 291.0명, 일요일 346.0명입니다.",33.5378704,126.6132214
당산봉,제주특별자치도 제주시 한경면 고산리 산 15,관광지,자연,자연관광지,산,1388.0,10.0,145.0,38.0,19.0,15.0,16.0,18.0,16.0,23.0,"'당산봉'은/는 제주특별자치도 제주시 한경면 고산리 산 15에 위치한 관광지로, 관광지에 속하며, 대분류: 자연, 중분류: 자연관광지, 소분류: 산입니다. 해당 관광지는 기준월(10.0) 동안 총 1388.0명의 방문자를 기록했습니다. 2월 한 달 동안 145.0명이 방문했습니다. 요일별 방문자수는 월요일 38.0명, 화요일 19.0명, 수요일 15.0명, 목요일 16.0명, 금요일 18.0명, 토요일 16.0명, 일요일 23.0명입니다.",,
도두봉,제주특별자치도 제주시 도두일동 산 1 ,관광지,자연,자연관광지,산,6990.0,10.0,674.0,106.0,117.0,115.0,91.0,72.0,76.0,97.0,"'도두봉'은/는 제주특별자치도 제주시 도두일동 산 1 에 위치한 관광지로, 관광지에 속하며, 대분류: 자연, 중분류: 자연관광지, 소분류: 산입니다. 해당 관광지는 기준월(10.0) 동안 총 6990.0명의 방문자를 기록했습니다. 2월 한 달 동안 674.0명이 방문했습니다. 요일별 방문자수는 월요일 106.0명, 화요일 117.0명, 수요일 115.0명, 목요일 91.0명, 금요일 72.0명, 토요일 76.0명, 일요일 97.0명입니다.",33.5085336,126.4690416
도리미오름,제주특별자치도 제주시 구좌읍 송당리 산 255-1,관광지,자연,자연관광지,산,333.0,10.0,21.0,3.0,1.0,3.0,2.0,2.0,3.0,7.0,"'도리미오름'은/는 제주특별자치도 제주시 구좌읍 송당리 산 255-1에 위치한 관광지로, 관광지에 속하며, 대분류: 자연, 중분류: 자연관광지, 소분류: 산입니다. 해당 관광지는 기준월(10.0) 동안 총 333.0명의 방문자를 기록했습니다. 2월 한 달 동안 21.0명이 방문했습니다. 요일별 방문자수는 월요일 3.0명, 화요일 1.0명, 수요일 3.0명, 목요일 2.0명, 금요일 2.0명, 토요일 3.0명, 일요일 7.0명입니다.",33.4286608,126.7665022
도치돌알파카목장,제주특별자치도 제주시 애월읍 도치돌길 293 ,관광지,인문(문화/예술/역사),체험관광지,농.산.어촌 체험,1675.0,10.0,84.0,11.0,14.0,14.0,9.0,17.0,10.0,9.0,"'도치돌알파카목장'은/는 제주특별자치도 제주시 애월읍 도치돌길 293 에 위치한 관광지로, 관광지에 속하며, 대분류: 인문(문화/예술/역사), 중분류: 체험관광지, 소분류: 농.산.어촌 체험입니다. 해당 관광지는 기준월(10.0) 동안 총 1675.0명의 방문자를 기록했습니다. 2월 한 달 동안 84.0명이 방문했습니다. 요일별 방문자수는 월요일 11.0명, 화요일 14.0명, 수요일 14.0명, 목요일 9.0명, 금요일 17.0명, 토요일 10.0명, 일요일 9.0명입니다.",,
돈내코,제주특별자치도 서귀포시 돈내코로 137 ,관광지,자연,자연관광지,계곡,6251.0,10.0,583.0,84.0,107.0,72.0,72.0,80.0,73.0,95.0,"'돈내코'은/는 제주특별자치도 서귀포시 돈내코로 137 에 위치한 관광지로, 관광지에 속하며, 대분류: 자연, 중분류: 자연관광지, 소분류: 계곡입니다. 해당 관광지는 기준월(10.0) 동안 총 6251.0명의 방문자를 기록했습니다. 2월 한 달 동안 583.0명이 방문했습니다. 요일별 방문자수는 월요일 84.0명, 화요일 107.0명, 수요일 72.0명, 목요일 72.0명, 금요일 80.0명, 토요일 73.0명, 일요일 95.0명입니다.",33.3510774,126.620716
두맹이골목,제주특별자치도 제주시 일도이동 1006-11,관광지,인문(문화/예술/역사),체험관광지,이색거리,741.0,10.0,55.0,6.0,10.0,6.0,13.0,5.0,3.0,12.0,"'두맹이골목'은/는 제주특별자치도 제주시 일도이동 1006-11에 위치한 관광지로, 관광지에 속하며, 대분류: 인문(문화/예술/역사), 중분류: 체험관광지, 소분류: 이색거리입니다. 해당 관광지는 기준월(10.0) 동안 총 741.0명의 방문자를 기록했습니다. 2월 한 달 동안 55.0명이 방문했습니다. 요일별 방문자수는 월요일 6.0명, 화요일 10.0명, 수요일 6.0명, 목요일 13.0명, 금요일 5.0명, 토요일 3.0명, 일요일 12.0명입니다.",33.5120308,126.5349279
두산봉,제주특별자치도 서귀포시 성산읍 시흥리 산1-5,관광지,자연,자연관광지,산,1016.0,10.0,56.0,12.0,8.0,9.0,5.0,7.0,7.0,8.0,"'두산봉'은/는 제주특별자치도 서귀포시 성산읍 시흥리 산1-5에 위치한 관광지로, 관광지에 속하며, 대분류: 자연, 중분류: 자연관광지, 소분류: 산입니다. 해당 관광지는 기준월(10.0) 동안 총 1016.0명의 방문자를 기록했습니다. 2월 한 달 동안 56.0명이 방문했습니다. 요일별 방문자수는 월요일 12.0명, 화요일 8.0명, 수요일 9.0명, 목요일 5.0명, 금요일 7.0명, 토요일 7.0명, 일요일 8.0명입니다.",,
둔지봉,제주특별자치도 제주시 구좌읍 한동리 산 40,관광지,자연,자연관광지,산,527.0,10.0,32.0,8.0,5.0,7.0,2.0,1.0,0.0,9.0,"'둔지봉'은/는 제주특별자치도 제주시 구좌읍 한동리 산 40에 위치한 관광지로, 관광지에 속하며, 대분류: 자연, 중분류: 자연관광지, 소분류: 산입니다. 해당 관광지는 기준월(10.0) 동안 총 527.0명의 방문자를 기록했습니다. 2월 한 달 동안 32.0명이 방문했습니다. 요일별 방문자수는 월요일 8.0명, 화요일 5.0명, 수요일 7.0명, 목요일 2.0명, 금요일 1.0명, 토요일 0.0명, 일요일 9.0명입니다.",33.5016894,126.7942442
뒤굽은이오름,제주특별자치도 서귀포시 성산읍 일주동로 (수산리) 일대,관광지,자연,자연관광지,산,478.0,10.0,45.0,8.0,5.0,9.0,3.0,5.0,5.0,10.0,"'뒤굽은이오름'은/는 제주특별자치도 서귀포시 성산읍 일주동로 (수산리) 일대에 위치한 관광지로, 관광지에 속하며, 대분류: 자연, 중분류: 자연관광지, 소분류: 산입니다. 해당 관광지는 기준월(10.0) 동안 총 478.0명의 방문자를 기록했습니다. 2월 한 달 동안 45.0명이 방문했습니다. 요일별 방문자수는 월요일 8.0명, 화요일 5.0명, 수요일 9.0명, 목요일 3.0명, 금요일 5.0명, 토요일 5.0명, 일요일 10.0명입니다.",33.4308824,126.8264732
따라비오름,제주특별자치도 서귀포시 표선면 가시리 산62,관광지,자연,자연관광지,산,6840.0,10.0,1610.0,275.0,233.0,201.0,164.0,229.0,207.0,301.0,"'따라비오름'은/는 제주특별자치도 서귀포시 표선면 가시리 산62에 위치한 관광지로, 관광지에 속하며, 대분류: 자연, 중분류: 자연관광지, 소분류: 산입니다. 해당 관광지는 기준월(10.0) 동안 총 6840.0명의 방문자를 기록했습니다. 2월 한 달 동안 1610.0명이 방문했습니다. 요일별 방문자수는 월요일 275.0명, 화요일 233.0명, 수요일 201.0명, 목요일 164.0명, 금요일 229.0명, 토요일 207.0명, 일요일 301.0명입니다.",33.3828211,126.7313785
모구리오름,제주특별자치도 서귀포시 성산읍 서성일로 260 ,관광지,자연,자연관광지,산,651.0,10.0,58.0,8.0,9.0,7.0,6.0,4.0,9.0,15.0,"'모구리오름'은/는 제주특별자치도 서귀포시 성산읍 서성일로 260 에 위치한 관광지로, 관광지에 속하며, 대분류: 자연, 중분류: 자연관광지, 소분류: 산입니다. 해당 관광지는 기준월(10.0) 동안 총 651.0명의 방문자를 기록했습니다. 2월 한 달 동안 58.0명이 방문했습니다. 요일별 방문자수는 월요일 8.0명, 화요일 9.0명, 수요일 7.0명, 목요일 6.0명, 금요일 4.0명, 토요일 9.0명, 일요일 15.0명입니다.",33.40684760000001,126.8216772
모지오름,제주특별자치도 서귀포시 표선면 성읍리 산22,관광지,자연,자연관광지,산,550.0,10.0,41.0,6.0,4.0,5.0,3.0,7.0,4.0,12.0,"'모지오름'은/는 제주특별자치도 서귀포시 표선면 성읍리 산22에 위치한 관광지로, 관광지에 속하며, 대분류: 자연, 중분류: 자연관광지, 소분류: 산입니다. 해당 관광지는 기준월(10.0) 동안 총 550.0명의 방문자를 기록했습니다. 2월 한 달 동안 41.0명이 방문했습니다. 요일별 방문자수는 월요일 6.0명, 화요일 4.0명, 수요일 5.0명, 목요일 3.0명, 금요일 7.0명, 토요일 4.0명, 일요일 12.0명입니다.",33.395118,126.7701692
무수천,제주특별자치도 제주시 애월읍 무수천길 (애월읍) 일대,관광지,자연,자연관광지,계곡,814.0,10.0,40.0,7.0,3.0,4.0,6.0,8.0,7.0,5.0,"'무수천'은/는 제주특별자치도 제주시 애월읍 무수천길 (애월읍) 일대에 위치한 관광지로, 관광지에 속하며, 대분류: 자연, 중분류: 자연관광지, 소분류: 계곡입니다. 해당 관광지는 기준월(10.0) 동안 총 814.0명의 방문자를 기록했습니다. 2월 한 달 동안 40.0명이 방문했습니다. 요일별 방문자수는 월요일 7.0명, 화요일 3.0명, 수요일 4.0명, 목요일 6.0명, 금요일 8.0명, 토요일 7.0명, 일요일 5.0명입니다.",33.4633826,126.4445845
문도지오름,제주특별자치도 제주시 한림읍 금악리 3444 ,관광지,자연,자연관광지,산,1495.0,10.0,122.0,15.0,23.0,13.0,12.0,15.0,16.0,28.0,"'문도지오름'은/는 제주특별자치도 제주시 한림읍 금악리 3444 에 위치한 관광지로, 관광지에 속하며, 대분류: 자연, 중분류: 자연관광지, 소분류: 산입니다. 해당 관광지는 기준월(10.0) 동안 총 1495.0명의 방문자를 기록했습니다. 2월 한 달 동안 122.0명이 방문했습니다. 요일별 방문자수는 월요일 15.0명, 화요일 23.0명, 수요일 13.0명, 목요일 12.0명, 금요일 15.0명, 토요일 16.0명, 일요일 28.0명입니다.",,
